donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,surface_disposition,surface_rationale
wintun,driver/undocumented.h,3d27d757d649a4ff6f551aa94ebd0652821e928d536f03f9cd7c043146c6fcbe,1224,file,C/C++ header,implementation,authoritative-source,PR225-R103;PR225-M105;PR225-F0811,focused-file-implementation,independent file-level semantic disposition
wintun,driver/wintun.c,4d21df3f0be8370055af516a185ec77a5e5b1d9dc7a6d7c5668bbec2bbef18bf,60678,file,C,implementation,authoritative-source,PR225-R103;PR225-M105;PR225-F0812,focused-file-implementation,independent file-level semantic disposition
wintun,driver/wintun.inf,d8fc74b0767771412b7279027e65a81ac9020c24260b01e50f5d719e0f21ad9b,1768,file,other,repository-administration,supporting-evidence,PR225-R103;PR225-M105,focused-module-repository-administration,focused module-level disposition
wintun,driver/wintun.rc,e47fbf20fada07f60f7467af8bf90c9731e4e21586342d9d5822eae216330925,1125,file,other,repository-administration,supporting-evidence,PR225-R103;PR225-M105,focused-module-repository-administration,focused module-level disposition
wintun,example/example.c,1ae897432f53b3e9a9361617311e2e35e02f9859c44945b1c70f27c0124f4e98,12204,file,C,implementation,authoritative-source,PR225-R103;PR225-M106;PR225-F0813,focused-file-implementation,independent file-level semantic disposition
wintun,example/example.vcxproj,0f26d6eecaddf6d14394a0a6cdca4f093648784afaf8de33d48259c13d18c7e8,1641,file,other,repository-administration,supporting-evidence,PR225-R103;PR225-M106,focused-module-repository-administration,focused module-level disposition
wintun,example/example.vcxproj.filters,af2a4bdbed8c960f6978c3d8a1e776043073c8ef14950f085bb5f5861affc650,506,file,other,repository-administration,supporting-evidence,PR225-R103;PR225-M106,focused-module-repository-administration,focused module-level disposition
wintun,prebuilt-binaries-license.txt,9aaf948856ce8845a762121306039ef09d0eeb4d9e4f4c355647d4081e818087,5347,file,other,documentation,supporting-evidence,PR225-R103,accounted-supporting-documentation,supporting/admin/fixture/documentation surface explicitly accounted by donor record
wintun,setupapihost/host.c,1cac7a315c035a20b397f816e5e71034a1086b5f9f8a6786a7d21a37cd747522,5950,file,C,implementation,authoritative-source,PR225-R103;PR225-M107;PR225-F0814,focused-file-implementation,independent file-level semantic disposition
wintun,setupapihost/host_win7.h,9d3254ff44613584215aeaa761c0c58353621b95a08ab3403993c2df9bb145ad,3822,file,C/C++ header,implementation,authoritative-source,PR225-R103;PR225-M107;PR225-F0815,focused-file-implementation,independent file-level semantic disposition
wintun,setupapihost/setupapihost.vcxproj,d1238a9036ef081ec6ab7164432e7809fe5cbc83606b90fb64a42178924e39d3,1583,file,other,repository-administration,supporting-evidence,PR225-R103;PR225-M107,focused-module-repository-administration,focused module-level disposition
wintun,wintun.proj,40eb69dc8f488785d890f2c29009353049db8be81f24b1682e73b25322fc4d69,5409,file,other,repository-administration,supporting-evidence,PR225-R103,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
wintun,wintun.props,bdca9961665f64beb3d236611a9ab07772d4d105d9713a7ad5781ed5cb91c614,7494,file,other,repository-administration,supporting-evidence,PR225-R103,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
wintun,wintun.sln,606aeb3e77f11a52942533266ecd1703f53f9b7249a0eea310cbfd6a371259e6,6736,file,other,repository-administration,supporting-evidence,PR225-R103,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
wireguard-go,.github/workflows/test.yml,a545f933794efaf2a6bdf3ff40909c3785dfda98457924ee1113f105fef9ed91,2347,file,YAML,repository-administration,supporting-evidence,PR225-R108,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
wireguard-go,.gitignore,eae694fdf2de9ff918b6f08ef39c14ede3e1cd824dacd8bed14ead04e2098ef7,13,file,other,repository-administration,supporting-evidence,PR225-R108;PR225-M115,focused-module-repository-administration,focused module-level disposition
wireguard-go,LICENSE,91276db973f25602d1aa43491f59cbc84cb88e6f151e1d0cc82a755563ce0195,1023,file,other,documentation,supporting-evidence,PR225-R108;PR225-M115,focused-module-documentation,focused module-level disposition
wireguard-go,Makefile,db8cc30fdacd00debc82b30251a8eefe516f4aef51f6b97a02fe988f0b8347db,827,file,other,configuration,authoritative-source,PR225-R108;PR225-M115;PR225-F0816,focused-file-configuration,independent file-level semantic disposition
wireguard-go,README.md,b194ee68acff15abc540c4b191cddbadccfc87ac3ef804daacedd92b0628e12f,3913,file,Markdown,documentation,supporting-evidence,PR225-R108;PR225-M115,focused-module-documentation,focused module-level disposition
wireguard-go,cmd/check-lockorder/analysis.go,4fe4010ddda4e2da0173771cdaafdc120023316eed0a855444fcef050d950b9d,8551,file,Go,implementation,authoritative-source,PR225-R108;PR225-M109;PR225-F0817,focused-file-implementation,independent file-level semantic disposition
wireguard-go,cmd/check-lockorder/graph.go,e5caac01b58d23fe026e5615d92e817227782c0d46776609281f2c7580b6712e,6805,file,Go,implementation,authoritative-source,PR225-R108;PR225-M109;PR225-F0818,focused-file-implementation,independent file-level semantic disposition
wireguard-go,cmd/check-lockorder/inventory.go,dcffe641cb47dad34182061979414b052d7e70b8fb02c5cfdab1f74ada6daf01,3638,file,Go,implementation,authoritative-source,PR225-R108;PR225-M109;PR225-F0819,focused-file-implementation,independent file-level semantic disposition
wireguard-go,cmd/check-lockorder/main.go,c1a3dc45af301439ecba4412861649fac932f6a3f031e1da8325b2b5897ecbfb,2528,file,Go,implementation,authoritative-source,PR225-R108;PR225-M109;PR225-F0820,focused-file-implementation,independent file-level semantic disposition
wireguard-go,cmd/check-lockorder/registry.go,ee6ba602f43f6583166a78e2cbb134f812dfc93b4ba18906fab08bfe6f7c3816,6834,file,Go,implementation,authoritative-source,PR225-R108;PR225-M109;PR225-F0821,focused-file-implementation,independent file-level semantic disposition
wireguard-go,cmd/check-lockorder/resolve.go,57f784e5d6e3d559d2f635a1835b6d9f4c61765e1d031e9e2329336c5f71a70c,8670,file,Go,implementation,authoritative-source,PR225-R108;PR225-M109;PR225-F0822,focused-file-implementation,independent file-level semantic disposition
wireguard-go,cmd/check-lockorder/verbose.go,22a4acdece595de44d66c11d45cb4f0a87ba595cafed037da25befde89990ad7,1748,file,Go,implementation,authoritative-source,PR225-R108;PR225-M109;PR225-F0823,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/bind_std.go,f35ae079963490e1b0c03a1ee8b0428386118c096573ab9bf17a0ec3187b225e,14121,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0824,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/bind_std_test.go,8c0c935deb572264a8d57a4fb5b8b6ef5fb2e18f04230d87dbcd72eb85c28a62,5819,file,Go,test,authoritative-source,PR225-R108;PR225-M110;PR225-F0825,focused-file-test,independent file-level semantic disposition
wireguard-go,conn/bind_windows.go,818913ac9bdaafcb9f8ab3fffdb7917a4d14e82a8b6bf0aedab53e84247ce2e6,15083,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0826,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/bindtest/bindtest.go,8e092e2b4bec650491c43dedc4aa46d2f789a2297943aba209358bb1a6106fd2,3246,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0827,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/boundif_android.go,c9245c84a04da4857c20dd0cf869765ed2bce1fe7c6b7ad441854fd380d997b2,610,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0828,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/conn.go,180aa88bc889d94f7871da68413f54edf6cccc677aae1fd63bd75ebce7f9da16,6111,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0829,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/conn_test.go,c202270fc83bb2cf53421047878d5f40f8ee6f7fc55b0b3494d795b1ec456390,489,file,Go,test,authoritative-source,PR225-R108;PR225-M110;PR225-F0830,focused-file-test,independent file-level semantic disposition
wireguard-go,conn/control_default.go,8da1a15f3827124f80079e1424013ec5372fb3ff8eb955b89839a7cbebfc9053,1328,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0831,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/control_linux.go,bae39e50804f6b1fecb591ec59f3ba127cc3ef25648dd8cfda291a0418010f4f,4564,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0832,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/control_linux_test.go,f2169f80daad755fc9928370df84cf7bf031263d950e78419427446c5d41a7c2,7384,file,Go,test,authoritative-source,PR225-R108;PR225-M110;PR225-F0833,focused-file-test,independent file-level semantic disposition
wireguard-go,conn/controlfns.go,65ab3397d68126c8251a9bb1e0ec409e280d34cbd0e66a86ff9a741b9baa67a0,1382,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0834,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/controlfns_linux.go,6a89a74fd58c1fb6abe1deb7bad186bc3bcd4a8ba94b987f77d306730a46842c,2097,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0835,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/controlfns_unix.go,eaf7b3e9acc6f4161d72a518556ff871087027ea7ba22e26a8a25fdcbb4c2222,808,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0836,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/controlfns_windows.go,d96321016c262647dcae2889ab5d1b3f4620ea243e34089b9d05739d2cbf603e,544,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0837,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/default.go,b9c313bbefdbaed43a5175291226e4790ad9f7ececc5a485be754c48d6f78940,192,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0838,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/erraddrinuse.go,f4b4308bf8205990adeaf4c86496748731e1d67ec9679b4db392a049a8292d1c,206,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0839,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/errors_default.go,ca58f17103ecf9926ef1645fb96b362130b32ae376e87fb955fb696f2f038377,198,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0840,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/errors_linux.go,277134726e46240849d31bebd9e323dc3d284457d187d36dbcf68fdcac82d3a6,757,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0841,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/features_default.go,6b98f91f7228aa9d716a9fa0a89d7703bf4ffc88dc01408f4f6091c2e76c1729,250,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0842,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/features_linux.go,1b907adb41a17ffdbaf19210a1a5c0e2ed61f9ab2e64ccf464528a8ba072d9b6,838,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0843,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/mark_default.go,a00eec2c8039ac5fbacbcc77e675007108f0b0c3f647827508f4844ee33ec335,224,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0844,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/mark_unix.go,e3b16abb1978a213e001cc214c1b14814bc6188d01d429c0a6c5fc2bbbb46b1d,1159,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0845,focused-file-implementation,independent file-level semantic disposition
wireguard-go,conn/winrio/rio_windows.go,6e6495fd404cd0e5bbc114eb18b09b09b1491f01bf603f40b11c06138998f1a2,7611,file,Go,implementation,authoritative-source,PR225-R108;PR225-M110;PR225-F0846,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/aead_arm.go,dc5a2b2b86ce73e8fb5cb82448636aecf575aa98a5a71e1dea611b88d43bae5d,916,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0847,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/aead_other.go,ea633d98585c69699270957e5867ddf2b8c25f92d4d3d7f28bd420c44606456f,302,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0848,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/allowedips.go,9377105e769db3e2dc8775c9f00efc8fe48a81716b9d93905ca2ce873d7eb65b,11922,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0849,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/allowedips_cidrtest_test.go,8719fa9987d69f503a76693af11f3db0744acfac107b016fd841e624c181a1e2,4874,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0850,focused-file-test,independent file-level semantic disposition
wireguard-go,device/allowedips_rand_test.go,0543526387f48c37f5067c0cbeff0df2b8db6d29eb346965674c9725d1c7ffff,2942,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0851,focused-file-test,independent file-level semantic disposition
wireguard-go,device/allowedips_test.go,d417c77fdb3073035c43c6ad961afa12c39e7ab88e86b05d3779c386f5822ecc,6174,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0852,focused-file-test,independent file-level semantic disposition
wireguard-go,device/bind_test.go,7a9ccae8a85475ce36cb5585b1eb8caa5b34a8afd39e19af0a30d34e83579b5e,1041,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0853,focused-file-test,independent file-level semantic disposition
wireguard-go,device/channels.go,e0b0d59fa97dafe3918fb05154a4502f36a3da265bc715b4ea4e070e20c0f452,4239,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0854,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/channels_test.go,ca674b5aa34486e08cf9d6574f813dbd7876581741b89337c71814691c9eb061,1828,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0855,focused-file-test,independent file-level semantic disposition
wireguard-go,device/constants.go,8c29af655d8e42ff05b6ea3d3f60a1a4ddbc8ffdd74cb2740e9c509de6f90ef1,1341,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0856,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/cookie.go,612b4c78dac4a5bae4f2cfcf3ca713bafad915e80f92c4fd71334b6376097d3f,4535,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0857,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/cookie_test.go,6fd693dd4a5c680f2d4a9f7507f77c07f2a5502ff1c77a11d79fc41671a9c5ee,6076,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0858,focused-file-test,independent file-level semantic disposition
wireguard-go,device/deadlock_test.go,34f73cdff75f795956b52f91622f0ad749434d3d7da535436213891faf5baaf9,3541,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0859,focused-file-test,independent file-level semantic disposition
wireguard-go,device/device.go,4bfcddfe06e9da732d31e777ab44e7975be3ed09471027845a9ddca479f88e0d,20537,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0860,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/device_test.go,0b2e037c13b9e3963bacb90d48a5ed2c48a71f3927c458c6467d9893c47cd993,12571,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0861,focused-file-test,independent file-level semantic disposition
wireguard-go,device/devicestate_string.go,46e2a3e40ff77bac348d68f723a5b00879e278972ef67709129cf6adcb9004e9,446,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0862,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/endpoint_test.go,e8ffded5d23ced02b61b750e957b0a2c7c3b6f2d7299bb1c2fb70189b838306f,992,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0863,focused-file-test,independent file-level semantic disposition
wireguard-go,device/indextable.go,d8d8fdf19ff82ee724f05cc0ecd2f2b1755bb08aed92a80fdb7f83c66291b7e0,1795,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0864,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/ip.go,7cc6243ba6f0cd810b23426665a417e081f2d9e7c020d83d95326e858d5c9761,380,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0865,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/kdf_test.go,f4add376182da4bc985c03e9b621005427a0155fde35a41e540b92ea8cb295a2,2197,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0866,focused-file-test,independent file-level semantic disposition
wireguard-go,device/keypair.go,61fd1564e6b1bfb1b55e9611588316e9e9d1790bc08b4b24e8c5bf39339047f3,1023,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0867,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/logger.go,56347f4ed4323cd1624951c9cead919c8340a543e8f70cc64efa84cb588e64b2,1255,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0868,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/lookup_peer_test.go,b24474841e44d92c3f803840bc72e7ba559662a14b292d55410961e197b3f39e,829,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0869,focused-file-test,independent file-level semantic disposition
wireguard-go,device/lookup_test.go,5a3b6e25c001d7258c1c110bcf4447a1539b26c2c9dac74f614f760c6c061042,4881,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0870,focused-file-test,independent file-level semantic disposition
wireguard-go,device/noise-helpers.go,0f9b202c335f282f59f466573ab113d76cede961e586f3299ca08df4fcc0cf36,2363,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0871,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/noise-protocol.go,13607bfa9c8b54c7e5c60df1d05abb039a1fded0cdb6a1d0229ec142f2fe59d8,18830,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0872,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/noise-types.go,ce4f396e159d8fd1b329c42e4b40d5dd4d76e258ec343127a2b33134021f25a1,1601,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0873,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/noise_test.go,f1e3f11c1f07a89403b8f6670a5bc75cb9e9cedaa0e1cc671d2705e88e156b78,4422,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0874,focused-file-test,independent file-level semantic disposition
wireguard-go,device/peer.go,3e17fbd21d31787deb4ad80e6849dec8c0d503d28dc5add18fcaf09e9c341404,10124,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0875,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/pools.go,57859dbfb90941197be9efd0ad363a0571aa8d7b71da8aee6cbe4abae075f9f4,3200,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0876,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/pools_test.go,ccefce6f55ad8dd39d75f1742109e68b524ad42b14c2c2a207472172c32f0d83,3032,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0877,focused-file-test,independent file-level semantic disposition
wireguard-go,device/queueconstants_android.go,215215ab2ed8144407d0f016ddfad1ec6c760073757a2d1fb1428c519725708c,448,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0878,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/queueconstants_default.go,7219791995b46b0050218e5600804f8d12ed790e3101a0e3b60e50a0ad94819f,543,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0879,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/queueconstants_ios.go,365e2eee0e9cfe3720bbb96d9c15a100688f814310fa29ff1975dabb3037f0e8,585,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0880,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/queueconstants_windows.go,b26a5862e71f82ace2be0428ec6a0e2df786809d654e4cd7dc63958f5709321f,429,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0881,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/race_disabled_test.go,68046649a8af82fb402f2b97a2481c1beabafd7f7be562751438b4be1a1b91ab,163,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0882,focused-file-test,independent file-level semantic disposition
wireguard-go,device/race_enabled_test.go,673ffc3802e681f876301da91b5d7583bb7ef7ec5290c308a887a260d7db2f97,161,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0883,focused-file-test,independent file-level semantic disposition
wireguard-go,device/receive.go,c80843bb193331fdbd1472670f5c63d1fda48d920bd5657031f20c57c5cffe62,14739,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0884,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/send.go,33c3f3f9b3ad7ce1c18eae14f2aebddabdd3d894ac0878c23783efa2317922bc,17272,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0885,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/sessionstate_test.go,cbdf710d853291c5000580a1d5b0fc552ba42c8e92a594ff10953e1334ae9ff7,2727,file,Go,test,authoritative-source,PR225-R108;PR225-M111;PR225-F0886,focused-file-test,independent file-level semantic disposition
wireguard-go,device/sticky_default.go,edc05e9c59bdf3cfaf61915113e2135c482090352e62380ac16e018c2e47c423,241,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0887,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/sticky_linux.go,19fdd44e0f73babd066e9f8c18405a9341a02365b68e509b133f36e238315aa7,5639,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0888,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/timers.go,ab568d8acc878cbe91c22663852a74d419157f2b7a28eafcca7a8130a6362c86,7902,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0889,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/tun.go,392b880ffb9ac58c28c2a79a6b91105c3a53bd093c3e0644508dc0347b141769,1201,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0890,focused-file-implementation,independent file-level semantic disposition
wireguard-go,device/uapi.go,5639725efaf13d32905caaa4b64e145220cdeebf48b025e7ddf337874e2c6bbe,11740,file,Go,implementation,authoritative-source,PR225-R108;PR225-M111;PR225-F0891,focused-file-implementation,independent file-level semantic disposition
wireguard-go,format_test.go,c1b45ee2d2569e8c71ca1cadf1e19491434c2f091670b8663a21559fa62ae49d,1025,file,Go,test,authoritative-source,PR225-R108;PR225-M115;PR225-F0892,focused-file-test,independent file-level semantic disposition
wireguard-go,go.mod,030189dbb919a71e0e215b0661a34e28115d9798fd27deb65a7953088f627b93,500,file,other,configuration,authoritative-source,PR225-R108;PR225-M115;PR225-F0893,focused-file-configuration,independent file-level semantic disposition
wireguard-go,go.sum,69ddb50ae27b49a99bb51e948060e3a422b1cf8271d6ce8f886572da485e8837,2199,file,other,configuration,authoritative-source,PR225-R108;PR225-M115;PR225-F0894,focused-file-configuration,independent file-level semantic disposition
wireguard-go,ipc/namedpipe/file.go,acb0913872446c7a61fa201c1616827c487b28b283dd3b582aff1dff80fc1e09,6505,file,Go,implementation,authoritative-source,PR225-R108;PR225-M112;PR225-F0895,focused-file-implementation,independent file-level semantic disposition
wireguard-go,ipc/namedpipe/namedpipe.go,03c346de5934277756169d39bca4378a78b312032d4d748e5b50baccc067df77,12747,file,Go,implementation,authoritative-source,PR225-R108;PR225-M112;PR225-F0896,focused-file-implementation,independent file-level semantic disposition
wireguard-go,ipc/namedpipe/namedpipe_test.go,6d1cb81d2a740f101a4f01865fd64fe97881e7a6ce5f088055fa0955242d0c9a,13583,file,Go,test,authoritative-source,PR225-R108;PR225-M112;PR225-F0897,focused-file-test,independent file-level semantic disposition
wireguard-go,ipc/uapi_bsd.go,d53fa471b34a39409d2271cc098b774bd3609c2edc7a4a303bc090e809c1843d,2606,file,Go,implementation,authoritative-source,PR225-R108;PR225-M112;PR225-F0898,focused-file-implementation,independent file-level semantic disposition
wireguard-go,ipc/uapi_fake.go,aeece3adbdfecdfe64f912fde3f44f223829afbef3e9638c029050fcc854e948,361,file,Go,implementation,authoritative-source,PR225-R108;PR225-M112;PR225-F0899,focused-file-implementation,independent file-level semantic disposition
wireguard-go,ipc/uapi_linux.go,4d410498e8a4ee75d9ddda543bac0849d044ef8e84e485202bf26177be8ab126,2288,file,Go,implementation,authoritative-source,PR225-R108;PR225-M112;PR225-F0900,focused-file-implementation,independent file-level semantic disposition
wireguard-go,ipc/uapi_tamago.go,8f400d319369d52017ad0f6ad5c83ea41e4fae0b445ba046fb2b3dea1f792983,313,file,Go,implementation,authoritative-source,PR225-R108;PR225-M112;PR225-F0901,focused-file-implementation,independent file-level semantic disposition
wireguard-go,ipc/uapi_unix.go,392628cfe8e67cdb88436cef368165e3f966318df36f9b6bd8253c56a7aeab36,1428,file,Go,implementation,authoritative-source,PR225-R108;PR225-M112;PR225-F0902,focused-file-implementation,independent file-level semantic disposition
wireguard-go,ipc/uapi_windows.go,63ba6cf418cfe6d2b0f099628096a0448a9b0274b54c705492cc47f6b236cd57,1735,file,Go,implementation,authoritative-source,PR225-R108;PR225-M112;PR225-F0903,focused-file-implementation,independent file-level semantic disposition
wireguard-go,main.go,88a7c580465cec64bb3dfbe4878df21dd12f22d5738dafe031f3d25a9de9a68c,6151,file,Go,implementation,authoritative-source,PR225-R108;PR225-M115;PR225-F0904,focused-file-implementation,independent file-level semantic disposition
wireguard-go,main_windows.go,e4f10af53de5931f4f03f2daf0ac3b3829f82d7784c9cee7dc46f541eeab3ff0,2087,file,Go,implementation,authoritative-source,PR225-R108;PR225-M115;PR225-F0905,focused-file-implementation,independent file-level semantic disposition
wireguard-go,ratelimiter/ratelimiter.go,28e3a86aefc7d40fa8b2882d59684b43f42439e746ace54d8fe59002d1866ef0,2617,file,Go,implementation,authoritative-source,PR225-R108;PR225-M113;PR225-F0906,focused-file-implementation,independent file-level semantic disposition
wireguard-go,ratelimiter/ratelimiter_test.go,1b8a17160b18bf9ff9bd9793764eeb651fbe471eb52aed88778e7a7878acb5b8,2558,file,Go,test,authoritative-source,PR225-R108;PR225-M113;PR225-F0907,focused-file-test,independent file-level semantic disposition
wireguard-go,replay/replay.go,4b850bfae6b55c752c7015ef61bf31af6f5cda437b3d719320f2c6b5c78215d2,1720,file,Go,implementation,authoritative-source,PR225-R108;PR225-M114;PR225-F0908,focused-file-implementation,independent file-level semantic disposition
wireguard-go,replay/replay_test.go,5fdc65bf45edec7d991ac48eec9af209990878443b1a481c0957eb5c2ec6e1c4,2805,file,Go,test,authoritative-source,PR225-R108;PR225-M114;PR225-F0909,focused-file-test,independent file-level semantic disposition
wireguard-go,rwcancel/rwcancel.go,5f660ac7dc7081a4b2994b58b6c65815df65d0ab7e4d3ff9c4038972d93f4b92,2271,file,Go,implementation,authoritative-source,PR225-R108;PR225-M116;PR225-F0910,focused-file-implementation,independent file-level semantic disposition
wireguard-go,rwcancel/rwcancel_stub.go,45babcf7a0253c6fb4357ca30456581e5a79e86854e804fe31f4380b80d99b0c,151,file,Go,implementation,authoritative-source,PR225-R108;PR225-M116;PR225-F0911,focused-file-implementation,independent file-level semantic disposition
wireguard-go,tai64n/tai64n.go,697dcbc70c98c91a9337e4754b4a1596612d34d1ad0e453d09bd2004cc6e951d,858,file,Go,implementation,authoritative-source,PR225-R108;PR225-M117;PR225-F0912,focused-file-implementation,independent file-level semantic disposition
