donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,surface_disposition,surface_rationale,predecessor_wave,post_refactor_228_review,post_refactor_228_record_ids
subconverter,cmake/FindRapidjson.cmake,07c4acdc0d2f4d5f67c6564727db8b11503e7d4d8de0d00fcfb20587f727cca4,3332,file,other,repository-administration,supporting-evidence,PR226-R079,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,include/httplib.h,5be9866665ef73b8414b6a99730c3bc9992dce0419431001cc25638c80208a8b,302025,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M090;PR226-F0579,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,include/inja.hpp,81e2e728653118f19d6ecce2f1534f310c62a15ca01679d7ae2acff1e1935532,92271,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M090;PR226-F0580,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,include/jpcre2.hpp,0bed95c3e049de915defba4ee2e216af8e2d329929f86997630aab53dab49bf0,219824,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M090;PR226-F0581,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,include/nlohmann/json.hpp,665fa14b8af3837966949e8eb0052d583e2ac105d3438baba9951785512cf921,907858,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M090;PR226-F0582,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,scripts/Dockerfile,20d97c6afd6f7d91075b001c4efc4256e4a2a1ee81cfeca89eff9b14d1fc3493,2361,file,Dockerfile,deployment,authoritative-source,PR226-R079;PR226-M091;PR226-F0583,focused-file-deployment,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,scripts/build.alpine.release.sh,bf8648209199c4a6c23635a5204cebaebce05d7096212a214f5232c091fff18d,1862,file,Shell,script,authoritative-source,PR226-R079;PR226-M091;PR226-F0584,focused-file-script,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,scripts/build.macos.release.sh,8bc0dfdd319d48243ff12cc792c3653a76259770d56a0e23695c94d6fb194b86,2313,file,Shell,script,authoritative-source,PR226-R079;PR226-M091;PR226-F0585,focused-file-script,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,scripts/build.windows.release.sh,77e0578d1a8d9f8ac253798bff4d751c6c2289429d3045a35107a6dedba79c95,2349,file,Shell,script,authoritative-source,PR226-R079;PR226-M091;PR226-F0586,focused-file-script,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,scripts/config.termux.sh,45a81455c046b7828b8b591072fa92e1bed585f02bd18c00c68e8f051fb81360,1128,file,Shell,script,authoritative-source,PR226-R079;PR226-M091;PR226-F0587,focused-file-script,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,scripts/merge_manifest.py,2b1558d6bc8f6e81e075200a97f42d7122b15edb7f91f99420c403bf9f9905c4,499,file,Python,script,authoritative-source,PR226-R079;PR226-M091;PR226-F0588,focused-file-script,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,scripts/patches/0001-quickjs-libc-add-realpath-for-Windows.patch,66fed0c92592f9574d7c5f55be5eb3a1936a45b503ae081dbba538efec92f78b,1464,file,other,script,authoritative-source,PR226-R079;PR226-M091;PR226-F0589,focused-file-script,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,scripts/rules_config.conf,30d348971c2961053d8c13b3c7af20a6ae4428972b74dc1e383079dc2d325ac3,422,file,other,script,authoritative-source,PR226-R079;PR226-M091;PR226-F0590,focused-file-script,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,scripts/update_rules.py,f15bf899235c2c1e1d3dd1797c71e6d95d7872f8461d665a3d5511469a5c3468,3233,file,Python,script,authoritative-source,PR226-R079;PR226-M091;PR226-F0591,focused-file-script,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/config/binding.h,d46021b0f89f83adcf4d5d5a0740a5e17430ef75c41d796d21ed8cc6d5ac2b14,13901,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M092;PR226-F0592,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/config/crontask.h,01007f5bc2e0bae8eb673eb05431eb32558609a24ecaed2c916b1c21dc2c3214,266,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M092;PR226-F0593,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/config/def.h,e42f71a42af78bfc46635c150e66d52356f2dd09072e107b7e6df2bc8f78f500,309,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M092;PR226-F0594,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/config/proxygroup.h,8f4dba73cf1798722a8a656124fb4c2fdf63bbcd60829ac42949e69cf11a3db3,1513,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M092;PR226-F0595,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,PR228-GROUP001
subconverter,src/config/regmatch.h,34dd078067ec23f78ca95fe260053b15bbfbb781c585e15bea86c73e229217bc,250,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M092;PR226-F0596,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/config/ruleset.h,8cfbf841f1cdacf932f5fcdbcd23ceb95f3dc0eb9afd73a84ae7ef36dda5c7a6,549,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M092;PR226-F0597,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,PR228-RULE001
subconverter,src/generator/config/nodemanip.cpp,388985f411a60f67aa20c08024f72fdd1f215d24ef861fc9350df1a4c20fd86b,18694,file,C++,implementation,authoritative-source,PR226-R079;PR226-M093;PR226-F0598,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/generator/config/nodemanip.h,8fa73271c780f64e4f4ea078461593629beb10d58fa89722bc1a8781b53d14fc,1247,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M093;PR226-F0599,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/generator/config/ruleconvert.cpp,2ae5c68ebd9685eedad696dbf803283bb8b9ff9ed568980009c60ece42c1b7d1,24379,file,C++,implementation,authoritative-source,PR226-R079;PR226-M093;PR226-F0600,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/generator/config/ruleconvert.h,20b2e14ffb0fdc55f27736bed3fcdeda904f1f974739b7d44782c6033b02a92f,1316,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M093;PR226-F0601,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/generator/config/subexport.cpp,8d82d507f1995a842003544c288660c516d59613d0f61d3fbf0ecf5b8ffc522c,119775,file,C++,implementation,authoritative-source,PR226-R079;PR226-M093;PR226-F0602,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/generator/config/subexport.h,c15a1adca8ff2b9b135661d46905fe70a9cb9d7db3932f3bf3a0b58c00832a3f,4024,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M093;PR226-F0603,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/generator/template/template_jinja2.cpp,474c03b3afb2289eebdfda703d8fa9fb49cb648a965bbd1d7d4feb59f741860f,1745,file,C++,implementation,authoritative-source,PR226-R079;PR226-M093;PR226-F0604,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/generator/template/templates.cpp,2682fff7b5c5584a4421c0a5bf87c3aefc3c2f9356a6612cb65e195df939e63d,22597,file,C++,implementation,authoritative-source,PR226-R079;PR226-M093;PR226-F0605,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/generator/template/templates.h,85f415630efabcec8d583f4d815972eea3009ced0111a54f1f4836898ac8d470,685,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M093;PR226-F0606,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/handler/interfaces.cpp,7f336b446780ab306d003c6731c1e7fc7e05c47c5597cdc9abca7e0dea2d5d4e,60045,file,C++,implementation,authoritative-source,PR226-R079;PR226-M094;PR226-F0607,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/handler/interfaces.h,fe222e2502db6123c5e7e5ce3bde4db729989bbf23f551fa9c0ab7be4e387f4b,952,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M094;PR226-F0608,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/handler/multithread.cpp,d0d57212bd6ba8d4f07840345c88ccf403941bbad98c13100a3a468708d4696b,2067,file,C++,implementation,authoritative-source,PR226-R079;PR226-M094;PR226-F0609,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/handler/multithread.h,c803c1da5428377ef8a5a0c87e3cc65d7e3b6891c498ea1f87eb7f5aded9a052,983,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M094;PR226-F0610,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/handler/settings.cpp,dc596af71a4b332583bab3c6539afcf8c4bc5baeac850aa9f6b34a6536edc106,50421,file,C++,implementation,authoritative-source,PR226-R079;PR226-M094;PR226-F0611,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/handler/settings.h,2ffe03d0e2297e85a6d29bb8bc4c39f1f50f63721f7419793c71dd07c1f10449,4029,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M094;PR226-F0612,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/handler/upload.cpp,ff05060b967b5d0139b4b70ddca7cbe4edde1edd134ae3bc2a1e0edc0c1a7008,4082,file,C++,implementation,authoritative-source,PR226-R079;PR226-M094;PR226-F0613,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/handler/upload.h,258453bafc30b0f2bfee9db7870b0e0288859cb9585ee028490c03f1e0d33740,261,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M094;PR226-F0614,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/handler/webget.cpp,0ec63e2d17bb2f3fa3f824518b409dcdcb0eb6f25aec150b137092fe21ff77dd,13922,file,C++,implementation,authoritative-source,PR226-R079;PR226-M094;PR226-F0615,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/handler/webget.h,41996899b0d65c4721fd7765c7cad569f814e772ea0819c45ec99440d0ced265,1688,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M094;PR226-F0616,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/lib/wrapper.cpp,f6073a1e59b2029df549f5506196a640c95c8a54ab061a593cf54c6a60c5f772,187,file,C++,implementation,authoritative-source,PR226-R079;PR226-M095;PR226-F0617,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/main.cpp,41465596148135e785e1c9c4da43da674acb41ba7f6fec5c5182349536379dc1,9590,file,C++,implementation,authoritative-source,PR226-R079;PR226-M096;PR226-F0618,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/parser/config/proxy.h,e1fa9535c6c9acdefbf5f160736b3832dcc33c0ffdc2a5d6bbfe67a5dfab2ea9,5875,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M097;PR226-F0619,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/parser/infoparser.cpp,ad98fab08bcf22343dad87c0941be42e95e47fbc5fd4fb9b70e08200568e5de5,5892,file,C++,implementation,authoritative-source,PR226-R079;PR226-M097;PR226-F0620,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/parser/infoparser.h,f8cbffc3f3514613d2a855892964f4326f8a31ede7df781dba7576535bfcabbb,555,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M097;PR226-F0621,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/parser/subparser.cpp,c2778a15ba02a7a7b17b568e6eed613b29d748bb74ad678fd3b35f2eeb66c0d4,125883,file,C++,implementation,authoritative-source,PR226-R079;PR226-M097;PR226-F0622,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/parser/subparser.h,e89100a5617380433c39d0738782dac1ce1d264b56990c9971517674f2ddb3eb,7774,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M097;PR226-F0623,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/script/cron.cpp,e72c3cbb2bfcb0897056225b26d73329a5a00dedf8a4b785c5ca8a6d7567c57f,3236,file,C++,implementation,authoritative-source,PR226-R079;PR226-M098;PR226-F0624,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/script/cron.h,c7e3855a4a790c01e1cff6c0123f4da6d5becc9ae52ef1bd7f252f1cf02f5769,121,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M098;PR226-F0625,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/script/script.cpp,c06f304e297bf544b12b88977b6a4b9d079e8b7f46bb2fe24d12895dc7f6a674,7996,file,C++,implementation,authoritative-source,PR226-R079;PR226-M098;PR226-F0626,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/script/script.h,f51f878adb9e7a3ac1bd312515a82af50eda8546066a02efae14fb8128d8f7d6,547,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M098;PR226-F0627,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/script/script_duktape.h,a546b0dfbb08ae8d1e1e6d05f5adea19061d619106b4384c1ee4f94f75b9bc9a,834,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M098;PR226-F0628,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/script/script_quickjs.cpp,76538bd72a5004f7d294191a0110513c9cfee1d75f75cfb789279f945b9422d5,16519,file,C++,implementation,authoritative-source,PR226-R079;PR226-M098;PR226-F0629,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/script/script_quickjs.h,06d6d0cede7a2fc90915622f96e513e127285a554ac208568156625d10235904,11580,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M098;PR226-F0630,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/server/socket.h,de233cbc814f1649d0cff3fcc74d71dbd3a375c66a8cdf83bafd9d3199238cb3,858,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M099;PR226-F0631,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/server/webserver.h,5dcb6ac511baf7b025c9e9cf9bac2e2f938bd356ec8b526df7179e07d4a6ddf2,2187,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M099;PR226-F0632,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/server/webserver_httplib.cpp,41fdf168f3b5e0dcbfe0e99caf5ec491c732713e666db169584c0a2be9f56a29,7821,file,C++,implementation,authoritative-source,PR226-R079;PR226-M099;PR226-F0633,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/server/webserver_libevent.cpp,eff9ca656417ef9e92a1879168e838cd17c6b5c37715b4b6cfcceb98b07b24dd,14690,file,C++,implementation,authoritative-source,PR226-R079;PR226-M099;PR226-F0634,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/base64/base64.cpp,bf466b031a151eac4928266d86bf24519578344c037f9a78f85347fcc1f60802,4603,file,C++,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0635,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/base64/base64.h,57ce94d64159bf8a93bcc2a4b0861637caf2ff4e48f076b2bd45d6216fa15ec0,529,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0636,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/bitwise.h,f0ee33a6035ed89d9775a83879f72145fc813f1d6f21dc703e26478e84af7201,202,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0637,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/checkpoint.h,fb1702808a1f9c0a92a400ef4cd42607a38cd63db2e65f5bd18b22a7efc6d155,687,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0638,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/codepage.cpp,58fee5dde85ce310f603a16c3626966271668449419016a7d48e5014e9ef5efc,2200,file,C++,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0639,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/codepage.h,0164aa918e1023aa324f3a6cefa19684ea3689373856bbc67870578ddc2c3d2c,209,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0640,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/defer.h,0202a7a43b87885216e80845ee2793f7437e340ff2b66c8fc7c9136f2438633e,565,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0641,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/file.cpp,b521f685a0ad6d104a1fedbef1aa9577ab19a28f8c3833e8bb4fbf2394394f87,2648,file,C++,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0642,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/file.h,81517ca6e32f85b64f5f31ead84e784482a0deb94ab414389b68952a71b30da0,1161,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0643,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/file_extra.h,5ba6ba3dc83b8b0f15032930cd4d3bc49198bc15323bf30e71445aa225854b79,382,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0644,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/ini_reader/ini_reader.h,38e022400e2ab49193ebe83a990171b7d1f27cdea57067d5e4cac8393df35509,33021,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0645,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/lock.h,a634f192264c2a5aba0769ab597265b1e7cd7fc9b352fefdaefca993d189412d,2318,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0646,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/logger.cpp,fde4246a3cef72f2498e811445a366149a734e2a5d3bb8b9e65fc5bc75efcc5b,2170,file,C++,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0647,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/logger.h,a08240c2c2da960ae286523c0c39aff34fc8eff58ca8d947145fc7e374eab8a4,738,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0648,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/map_extra.h,7cfce44bbc65d47d3dbd9a8eda9ed0f338c8ad886f5e4d3c92b0b9774138c10b,733,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0649,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/md5/md5.cpp,bc4412cebf98cfb54f8f3074a2abd54f4435b11bfb6b96edadeeb5dbdbc73da4,21614,file,C++,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0650,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/md5/md5.h,b22c33f5f482908846bcbd65218367383cef7bf1306c09db09325455b26c7830,6497,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0651,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/md5/md5_interface.h,2ba1b4ade8b69c0b74b34ef97ff6a3d5a4f9474d4655f24e527a0d610624cab1,1105,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0652,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/network.cpp,070a7a08ec75e6f0818156dee5ef9f24a0ec56bf60e5c8d906e2b5c4c1407d58,4231,file,C++,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0653,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/network.h,3422516d140e6eb9a5fab4b6698342f468ffd39769d6a8feccdd3cf2fedec38f,632,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0654,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/printout.h,bee21842d11f7c44d59da3189df8358a3b22d2c7e72f13480af632f2f60a6451,2394,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0655,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/rapidjson_extra.h,00d9013480075881064a49bb7e4cd1a665782654605753e4f88f6b332d79ee18,6691,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0656,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/regexp.cpp,5f8ce293c3fe614717a807d81d3a36765f511d8ba0517f8bc4df65f95b6b0e92,5711,file,C++,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0657,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/regexp.h,4c4ea024e306d6c43eb4c6360a68ff426233f78acf136b36c8f1d8efa24b577b,663,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0658,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/stl_extra.h,e5d7574a713f6fd0342df829602e88285201c6ebeb53bb8be67c20d2a44c1298,1497,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0659,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/string.cpp,f227fb7924687a397e8e8e49019fd8256a8dac0d7dfc1ea4ab05b7e848be4c52,10477,file,C++,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0660,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/string.h,a3d29c8f873a4444f8b1c3d2f88c3ad44bbe5e44f871041635048863e43c0913,5458,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0661,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/string_hash.h,1074916f832cd75706c743c7edd2af05a666e65e69b493cf18f97287f2f82553,778,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0662,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/system.cpp,4060a21c8622bfff767fcbba14015ad42609678d5e1454a3cbea3529c134319a,3387,file,C++,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0663,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/system.h,79aebadfcfa1b1f566c589eac9ab716b45f9bbf343259924d6437eee11c4af86,204,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0664,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/tribool.h,a1bb07458c0ae28911da7f5bda47873eed0fe1a1b5807ee979d7d6edf66f8f39,2545,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0665,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/urlencode.cpp,60077e20a2f039fb61c1e1f0ffdd164eef628ff7d1cb149e904f864e7ab1fa3c,1983,file,C++,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0666,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/urlencode.h,820a994172daee49dc199f69a8b304b36accd4d32a5255d7bf145189ef7f8e59,287,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0667,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/utils/yamlcpp_extra.h,d012ec58847348ac95bbb24a095b56acf7aa98ebb27e1b9932291a34835712bb,1217,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M100;PR226-F0668,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
subconverter,src/version.h,ab009599e1933d2779414659a705547ffdff9bb2a71a7a87012d29daba1e8b15,117,file,C/C++ header,implementation,authoritative-source,PR226-R079;PR226-M101;PR226-F0669,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
