record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR230-R001,n/a,CG230-Hiddify-Manager-dev-root,Hiddify-Manager-dev,repository-accountability,Hiddify-Manager-dev complete archive/repository accountability,repository,evidence corpus,context-dependent,.dockerignore,22942cc4b45864ab6ac31687a88441b76653f235e025851e69e514e9131eef4c,n/a,exhaustive evidence review,one-to-many,reference-only,"Every archive member, regular file, normalized directory, indexed definition, and archived symlink is accounted before behavior-level selection.",convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,all donor bytes remain attributable to exact source hashes,repository size or popularity cannot grant target authority,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,source provenance retained; no bulk donor import,low,n/a,high,reviewed
PR230-F03700,PR230-M0469,CG230-file-PR230-F03700,mitmproxy-main,file-accountability,test/mitmproxy/net/dns/__init__.py per-file review,file,test,file-contextual,test/mitmproxy/net/dns/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03701,PR230-M0469,CG230-file-PR230-F03701,mitmproxy-main,file-accountability,test/mitmproxy/net/dns/test_classes.py per-file review,file,test,file-contextual,test/mitmproxy/net/dns/test_classes.py,2703a07a44b30709ecba1f60151b0db2b9f1c11e9eb90e3243c73b60ea3938d7,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03702,PR230-M0469,CG230-file-PR230-F03702,mitmproxy-main,file-accountability,test/mitmproxy/net/dns/test_domain_names.py per-file review,file,test,file-contextual,test/mitmproxy/net/dns/test_domain_names.py,543870901a758d8c70a4b76d9360012ca30d71b2ad0880cf1ee287eaf74220ed,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03703,PR230-M0469,CG230-file-PR230-F03703,mitmproxy-main,file-accountability,test/mitmproxy/net/dns/test_https_records.py per-file review,file,test,file-contextual,test/mitmproxy/net/dns/test_https_records.py,d5f5d74e748649d2e64841e5beac3df6ac3bcda61d2d1571ac0b19a7d0bc4881,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03704,PR230-M0469,CG230-file-PR230-F03704,mitmproxy-main,file-accountability,test/mitmproxy/net/dns/test_op_codes.py per-file review,file,test,file-contextual,test/mitmproxy/net/dns/test_op_codes.py,aed9a45353c3e904e45bf179acb88d6edf1c024d0e45d2af950d597616d1e816,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03705,PR230-M0469,CG230-file-PR230-F03705,mitmproxy-main,file-accountability,test/mitmproxy/net/dns/test_response_codes.py per-file review,file,test,file-contextual,test/mitmproxy/net/dns/test_response_codes.py,31a40d791f7b7ed816e40a7f93ad1e2ade09c42da794783e710293000f4ab339,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03706,PR230-M0469,CG230-file-PR230-F03706,mitmproxy-main,file-accountability,test/mitmproxy/net/dns/test_types.py per-file review,file,test,file-contextual,test/mitmproxy/net/dns/test_types.py,29e5a98615f3541e1f0c9d1f83a82ddeead1188f7b972967336823da3d886555,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03707,PR230-M0469,CG230-file-PR230-F03707,mitmproxy-main,file-accountability,test/mitmproxy/net/http/__init__.py per-file review,file,test,file-contextual,test/mitmproxy/net/http/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03708,PR230-M0469,CG230-file-PR230-F03708,mitmproxy-main,file-accountability,test/mitmproxy/net/http/http1/__init__.py per-file review,file,test,file-contextual,test/mitmproxy/net/http/http1/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03709,PR230-M0469,CG230-file-PR230-F03709,mitmproxy-main,file-accountability,test/mitmproxy/net/http/http1/test_assemble.py per-file review,file,test,file-contextual,test/mitmproxy/net/http/http1/test_assemble.py,55e09de2469a6cf757f2265f2676da288c8f4c385cb19704b8bbc8a39a40b152,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03710,PR230-M0469,CG230-file-PR230-F03710,mitmproxy-main,file-accountability,test/mitmproxy/net/http/http1/test_read.py per-file review,file,test,file-contextual,test/mitmproxy/net/http/http1/test_read.py,4548532daa8dfce47a9c29b137152e8f65074c82890d322992606bc8583b2b8f,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03711,PR230-M0469,CG230-file-PR230-F03711,mitmproxy-main,file-accountability,test/mitmproxy/net/http/test_cookies.py per-file review,file,test,file-contextual,test/mitmproxy/net/http/test_cookies.py,0f78dfa66942fdebf1c4fce56ce596a552a91a2145eb8fb567de809956515d88,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03712,PR230-M0469,CG230-file-PR230-F03712,mitmproxy-main,file-accountability,test/mitmproxy/net/http/test_headers.py per-file review,file,test,file-contextual,test/mitmproxy/net/http/test_headers.py,f7c98d7ab5f2b94d96f8e0f524ae64ee39327847641d8f5ab083553b3d4119f5,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03713,PR230-M0469,CG230-file-PR230-F03713,mitmproxy-main,file-accountability,test/mitmproxy/net/http/test_multipart.py per-file review,file,test,file-contextual,test/mitmproxy/net/http/test_multipart.py,91c600db611bf062435a44303cfc74b952c1f245167a04af1dbba77169049050,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03714,PR230-M0469,CG230-file-PR230-F03714,mitmproxy-main,file-accountability,test/mitmproxy/net/http/test_status_codes.py per-file review,file,test,file-contextual,test/mitmproxy/net/http/test_status_codes.py,451ad7d071435800b879c46124378be091fdaaca96dde2b700c95d0fac33badb,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03715,PR230-M0469,CG230-file-PR230-F03715,mitmproxy-main,file-accountability,test/mitmproxy/net/http/test_url.py per-file review,file,test,file-contextual,test/mitmproxy/net/http/test_url.py,b2f375e4b950a8487c643c8f4ce696197533e158819e5ac09d779a7dd38472fc,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03716,PR230-M0469,CG230-file-PR230-F03716,mitmproxy-main,file-accountability,test/mitmproxy/net/http/test_user_agents.py per-file review,file,test,file-contextual,test/mitmproxy/net/http/test_user_agents.py,3ff1b002772d16f4df136a11ffcf64377e0ef0bcb31bd41bfff78b8f48efc3f7,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03717,PR230-M0469,CG230-file-PR230-F03717,mitmproxy-main,file-accountability,test/mitmproxy/net/http/test_validate.py per-file review,file,test,file-contextual,test/mitmproxy/net/http/test_validate.py,593cb3fe0b38ef0655c5751a3456302730055165e272fb11986666365930b039,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03718,PR230-M0469,CG230-file-PR230-F03718,mitmproxy-main,file-accountability,test/mitmproxy/net/test_check.py per-file review,file,test,file-contextual,test/mitmproxy/net/test_check.py,3ba34a76f258fd60b89e51c61bf908bc16e4e7170af8ecd199dd5bea531ddcd9,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03719,PR230-M0469,CG230-file-PR230-F03719,mitmproxy-main,file-accountability,test/mitmproxy/net/test_encoding.py per-file review,file,test,file-contextual,test/mitmproxy/net/test_encoding.py,8b3616e6bd30171587d63617054d8e115f5a1722fcc4bbf06b6e7c23d1f36495,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03720,PR230-M0469,CG230-file-PR230-F03720,mitmproxy-main,file-accountability,test/mitmproxy/net/test_free_port.py per-file review,file,test,file-contextual,test/mitmproxy/net/test_free_port.py,8a974e832613fff1b8de784acf138b3dd1fc74e89acac67ecd866aaff98497c3,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03721,PR230-M0469,CG230-file-PR230-F03721,mitmproxy-main,file-accountability,test/mitmproxy/net/test_local_ip.py per-file review,file,test,file-contextual,test/mitmproxy/net/test_local_ip.py,0210e205a14738d4353f4f3932664a406e5623b1a8b79304de19837e39db0e5b,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03722,PR230-M0469,CG230-file-PR230-F03722,mitmproxy-main,file-accountability,test/mitmproxy/net/test_server_spec.py per-file review,file,test,file-contextual,test/mitmproxy/net/test_server_spec.py,bb3b050272731d045d70648d31d45681e93a2697ad01a6d9cc90515e66b98f48,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03723,PR230-M0469,CG230-file-PR230-F03723,mitmproxy-main,file-accountability,test/mitmproxy/net/test_tls.py per-file review,file,test,file-contextual,test/mitmproxy/net/test_tls.py,1b12eb65531755b61960bbf563ce1d73f90e4203706971ff64f3205be3c083d6,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03724,PR230-M0469,CG230-file-PR230-F03724,mitmproxy-main,file-accountability,test/mitmproxy/net/tools/getcertnames per-file review,file,test,file-contextual,test/mitmproxy/net/tools/getcertnames,bbef7ec097f0f058782194757a209877b0086f6b3b5ea9c29c152524cc5fa4e8,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03725,PR230-M0469,CG230-file-PR230-F03725,mitmproxy-main,file-accountability,test/mitmproxy/platform/test_pf.py per-file review,file,test,file-contextual,test/mitmproxy/platform/test_pf.py,d101bdc191bf0f8d4b544371b4d7a34a1c2c19085a63866b5d0be5c06fdfc457,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03726,PR230-M0469,CG230-file-PR230-F03726,mitmproxy-main,file-accountability,test/mitmproxy/proxy/__init__.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03727,PR230-M0469,CG230-file-PR230-F03727,mitmproxy-main,file-accountability,test/mitmproxy/proxy/bench.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/bench.py,1e48d5c08b675c318b088dfb4a49f927cc923116521be52f1da16e95a98fb3e1,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03728,PR230-M0469,CG230-file-PR230-F03728,mitmproxy-main,file-accountability,test/mitmproxy/proxy/conftest.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/conftest.py,48bee004d73f25dc2640d9bd2fa58f901049bb58e053047d6024317257f47a4e,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03729,PR230-M0469,CG230-file-PR230-F03729,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/__init__.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03730,PR230-M0469,CG230-file-PR230-F03730,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/http/hyper_h2_test_helpers.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/http/hyper_h2_test_helpers.py,9f64b695428785aeed5f0f077084a6732a808b5711e9348c260eee1620405590,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03731,PR230-M0469,CG230-file-PR230-F03731,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/http/test_http.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/http/test_http.py,191360a6556be985d01768c9676e0b74127332bf93a3c883102fcb22e25f37ea,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03732,PR230-M0469,CG230-file-PR230-F03732,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/http/test_http1.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/http/test_http1.py,daf11371990add96dd2c05ec72f1cfafdc2ea9634d241a46ec637a8bd0c4145d,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03733,PR230-M0469,CG230-file-PR230-F03733,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/http/test_http2.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/http/test_http2.py,4c2430c931d4790d8385cb29f99e343d8016ae05adaa913f189e0db5eb6a519e,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03734,PR230-M0469,CG230-file-PR230-F03734,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/http/test_http3.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/http/test_http3.py,2bf39c08b9f9d75ec530af77afae990a383b2bec3ee0da280ceac0fcca209367,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03735,PR230-M0469,CG230-file-PR230-F03735,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/http/test_http_fuzz.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/http/test_http_fuzz.py,d3348fae2b3200584c8cc85d17a9044574bf0a534f4d1e40dee92b89ba0b71c2,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03736,PR230-M0469,CG230-file-PR230-F03736,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/http/test_http_version_interop.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/http/test_http_version_interop.py,31e2553efdf47ab883ff1e58047cb529957f6e86bcd6ccee5a4bb840906e75a2,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
PR230-F03737,PR230-M0469,CG230-file-PR230-F03737,mitmproxy-main,file-accountability,test/mitmproxy/proxy/layers/quic/__init__.py per-file review,file,test,file-contextual,test/mitmproxy/proxy/layers/quic/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,n/a,fresh byte revalidation and contextual review,one-to-many,reviewed-superseded-or-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,medium,PR230-M0469,high,reviewed
