donor,path,sha256,size_bytes,type,file_type,language,classification,authority_status,symlink_target,semantic_record_ids,surface_disposition,surface_rationale,notes
libXray-main,desktop_bin/route_other.go,0af6b8465a5bf5831738d00bb436cb521d3687802b14e01a4320eef1f12ceffe,101,file,file,go,implementation,authoritative,,BASE11;LIBXRAY005,superseded,"Platform wrappers were reviewed but duplicate LumiNet host-network, runtime supervision and update ownership.",Focused semantic link(s) plus base accountability.
libXray-main,desktop_bin/route_windows.go,52a4fe9d4dda71c72ba9aee1a9dfbf91032aa4c5f718bf2e0fc7451225d10340,3402,file,file,go,implementation,authoritative,,BASE11;LIBXRAY005,superseded,"Platform wrappers were reviewed but duplicate LumiNet host-network, runtime supervision and update ownership.",Focused semantic link(s) plus base accountability.
libXray-main,desktop_bin/run.go,001b66439bd689dea0ac7a707e7a1c4165293a32ecfa2230a4458ec77105db70,957,file,file,go,implementation,authoritative,,BASE11;LIBXRAY005,superseded,"Platform wrappers were reviewed but duplicate LumiNet host-network, runtime supervision and update ownership.",Focused semantic link(s) plus base accountability.
libXray-main,dns/dns.go,404fd696ee0c963c289b789ac17dceaeffedbadb01535d27c17252a502e77923,86,file,file,go,implementation,authoritative,,BASE11;LIBXRAY005,superseded,"Platform wrappers were reviewed but duplicate LumiNet host-network, runtime supervision and update ownership.",Focused semantic link(s) plus base accountability.
libXray-main,dns/dns_android.go,91c9d5707bc7186d5d3b191856c02844bd77ad703d60389ee7263d917aa2653b,811,file,file,go,implementation,authoritative,,BASE11;LIBXRAY005,superseded,"Platform wrappers were reviewed but duplicate LumiNet host-network, runtime supervision and update ownership.",Focused semantic link(s) plus base accountability.
libXray-main,dns/dns_linux.go,464059ed2afc81e09016de2df196174a701d3763b45e87791c48c94d5362a4cf,760,file,file,go,implementation,authoritative,,BASE11;LIBXRAY005,superseded,"Platform wrappers were reviewed but duplicate LumiNet host-network, runtime supervision and update ownership.",Focused semantic link(s) plus base accountability.
libXray-main,dns/dns_other.go,1614c6f0b3c889651dd1c5b77e56b77472b37b72e7a722f24db2fd3c1b93651a,92,file,file,go,implementation,authoritative,,BASE11;LIBXRAY005,superseded,"Platform wrappers were reviewed but duplicate LumiNet host-network, runtime supervision and update ownership.",Focused semantic link(s) plus base accountability.
libXray-main,dns/dns_windows.go,813950cab5dbadd5bbf326e78d48e062f64a58bb912b10179f8b27db12f442bc,1226,file,file,go,implementation,authoritative,,BASE11;LIBXRAY005,superseded,"Platform wrappers were reviewed but duplicate LumiNet host-network, runtime supervision and update ownership.",Focused semantic link(s) plus base accountability.
libXray-main,dns_wrapper.go,a722e7b77ba590d27ab93d7c29125c43acd19789df4a1a8692208d41ebdb6fd2,1183,file,file,go,implementation,authoritative,,BASE11;LIBXRAY005,superseded,"Platform wrappers were reviewed but duplicate LumiNet host-network, runtime supervision and update ownership.",Focused semantic link(s) plus base accountability.
libXray-main,download_geo/main.go,17f7206d8c920b64493abf69961697f48554662f276a4276ae47cb1d5cc6080d,2884,file,file,go,implementation,authoritative,,BASE11;LIBXRAY005,superseded,"Platform wrappers were reviewed but duplicate LumiNet host-network, runtime supervision and update ownership.",Focused semantic link(s) plus base accountability.
libXray-main,geo/count.go,1b954dd7c2971700761d8b69cff03608a5475ad57dae209bb044abb535a548e0,3594,file,file,go,implementation,authoritative,,BASE11;LIBXRAY005,superseded,"Platform wrappers were reviewed but duplicate LumiNet host-network, runtime supervision and update ownership.",Focused semantic link(s) plus base accountability.
libXray-main,geo/read.go,185d1c77a9fdca1b238ab90a83ad1fe63004a467c4ee33c30abe8a5b6253872d,2874,file,file,go,implementation,authoritative,,BASE11;LIBXRAY005,superseded,"Platform wrappers were reviewed but duplicate LumiNet host-network, runtime supervision and update ownership.",Focused semantic link(s) plus base accountability.
libXray-main,go.mod,f31fb2d71c846cfe09d5b2f3fd53a9c33f284ad016b25cb18cb2a95612eb1c22,2553,file,file,other,configuration,authoritative,,BASE11,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
libXray-main,go.sum,a3f6909fbb964e63099ad640abd3a9a211a5a64d2491ed05602d0ec81021cbfa,12478,file,file,other,configuration,authoritative,,BASE11,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
libXray-main,memory/memory_ios.go,b5fb3c779d66148bd6848070aa9ef92c7648456b9a0ebaacf6fd005a6c622bdd,409,file,file,go,implementation,authoritative,,BASE11;LIBXRAY005,superseded,"Platform wrappers were reviewed but duplicate LumiNet host-network, runtime supervision and update ownership.",Focused semantic link(s) plus base accountability.
libXray-main,memory/memory_other.go,e4b44e18ae106727b2e5a85260248a841243d795fd6f2f6c1c681322eeafeeba,57,file,file,go,implementation,authoritative,,BASE11;LIBXRAY005,superseded,"Platform wrappers were reviewed but duplicate LumiNet host-network, runtime supervision and update ownership.",Focused semantic link(s) plus base accountability.
libXray-main,nodep/file.go,f334a9816778be5b0f8b67c5f2f4968dbaa08c058229871e0b6561e6b0f4e08f,533,file,file,go,implementation,authoritative,,BASE11;LIBXRAY002,superseded,"Target already owns port allocation, lifecycle, filesystem and core supervision; importing helpers would duplicate policy.",Focused semantic link(s) plus base accountability.
libXray-main,nodep/measure.go,7ca7eb5f0c2a8cfcb4053fa5dc6e0c784563987ae752ea8c1bfdd6d507500f98,1561,file,file,go,implementation,authoritative,,BASE11;LIBXRAY002,superseded,"Target already owns port allocation, lifecycle, filesystem and core supervision; importing helpers would duplicate policy.",Focused semantic link(s) plus base accountability.
libXray-main,nodep/model.go,1be7ad623e87463fa17e94aad2fef5a52c4a6ab5c978d6e975c99cbc7afd6526,552,file,file,go,implementation,authoritative,,BASE11;LIBXRAY001,extracted,Protocol diversity is useful as synthetic parser regression evidence; wrapper runtime is not needed.,Focused semantic link(s) plus base accountability.
libXray-main,nodep/port.go,4bdbce7430462dcfc5096299dfce391b3489cbc3f85283afc56107d500bc7ed2,525,file,file,go,implementation,authoritative,,BASE11;LIBXRAY002,superseded,"Target already owns port allocation, lifecycle, filesystem and core supervision; importing helpers would duplicate policy.",Focused semantic link(s) plus base accountability.
libXray-main,nodep_wrapper.go,950ca87db679344fb23901930b12b8f0edf35e5009b09b1cc34620bd775f5849,1452,file,file,go,implementation,authoritative,,BASE11;LIBXRAY002,superseded,"Target already owns port allocation, lifecycle, filesystem and core supervision; importing helpers would duplicate policy.",Focused semantic link(s) plus base accountability.
libXray-main,readme/README.zh_CN.md,cfad084501f9f2cf73030b2e5aa1c83279540d6f6fc35f87fb867e0e102c463d,4334,file,file,markdown,documentation,descriptive,,BASE11,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
libXray-main,scripts/backfill-semver-tags.sh,b9343c41fd8c348c6ce551b7579413d847de8e85a1b4116dc31839b6fbe82a6b,1580,file,file,shell,script,authoritative,,BASE11;LIBXRAY003,reference-only,Build wrappers are operational reference only; LumiNet has distinct Go/Rust/Wails/Android release ownership.,Focused semantic link(s) plus base accountability.
libXray-main,share/clash_meta.go,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,20924,file,file,go,implementation,authoritative,,BASE11;LIBXRAY004,extracted,Share parsing/serialization examples are valuable compatibility evidence and are represented by credential-free native parser tests.,Focused semantic link(s) plus base accountability.
libXray-main,share/clash_meta_test.go,c0604552e6fe324466e58a7348f456e8102ef972941c5959fcf2cd4c4a48ccef,10221,file,file,go,test,derived,,BASE11;LIBXRAY004,extracted,Share parsing/serialization examples are valuable compatibility evidence and are represented by credential-free native parser tests.,Focused semantic link(s) plus base accountability.
libXray-main,share/generate_share.go,a21d74d4c794b0e0223dd88a18bcac20232c31abe4d25912905e80c6ad7cb837,12295,file,file,go,implementation,authoritative,,BASE11;LIBXRAY004,extracted,Share parsing/serialization examples are valuable compatibility evidence and are represented by credential-free native parser tests.,Focused semantic link(s) plus base accountability.
libXray-main,share/generate_share_test.go,de1420bd0beacca447626e3f0a6d52555cebd82cb5e8f22e0d70b6e81dc7ffa5,6340,file,file,go,test,derived,,BASE11;LIBXRAY004,extracted,Share parsing/serialization examples are valuable compatibility evidence and are represented by credential-free native parser tests.,Focused semantic link(s) plus base accountability.
libXray-main,share/hysteria_mask.go,3b96c7db03465be73988b6a143253945f2e3918992c7912d142bd3556f04b45c,1588,file,file,go,implementation,authoritative,,BASE11;LIBXRAY004,extracted,Share parsing/serialization examples are valuable compatibility evidence and are represented by credential-free native parser tests.,Focused semantic link(s) plus base accountability.
libXray-main,share/parse_share.go,a70de02d7adde9b8af7f03a11d427427754b3ea746425a1cab8047408eac7d0b,10514,file,file,go,implementation,authoritative,,BASE11;LIBXRAY004,extracted,Share parsing/serialization examples are valuable compatibility evidence and are represented by credential-free native parser tests.,Focused semantic link(s) plus base accountability.
libXray-main,share/parse_share_test.go,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,16028,file,file,go,test,derived,,BASE11;LIBXRAY004,extracted,Share parsing/serialization examples are valuable compatibility evidence and are represented by credential-free native parser tests.,Focused semantic link(s) plus base accountability.
libXray-main,share/stream.go,ca0fa2dc1dc607480972f8b3120a2beab27db38b4bb4a7f426d5d8c6c8cc2664,2222,file,file,go,implementation,authoritative,,BASE11;LIBXRAY004,extracted,Share parsing/serialization examples are valuable compatibility evidence and are represented by credential-free native parser tests.,Focused semantic link(s) plus base accountability.
libXray-main,share/transport_build.go,159b35892a7db76a552fa7cdd69ccff6b3120ddf52cd83348e9f8909453c99b5,4100,file,file,go,implementation,authoritative,,BASE11;LIBXRAY004,extracted,Share parsing/serialization examples are valuable compatibility evidence and are represented by credential-free native parser tests.,Focused semantic link(s) plus base accountability.
libXray-main,share/vmess.go,aa5b9f2e315988d6c49d2fc6b7267cc4a78cb206170d673b745d84bfbede1d41,2739,file,file,go,implementation,authoritative,,BASE11;LIBXRAY004,extracted,Share parsing/serialization examples are valuable compatibility evidence and are represented by credential-free native parser tests.,Focused semantic link(s) plus base accountability.
libXray-main,share/xray_json.go,539798d9fe733d54a324cd2bccfc3a2c97457b48c620a89b60dbadae97fd2794,1364,file,file,go,implementation,authoritative,,BASE11;LIBXRAY004,extracted,Share parsing/serialization examples are valuable compatibility evidence and are represented by credential-free native parser tests.,Focused semantic link(s) plus base accountability.
libXray-main,xray/ping.go,fe8e2e814d1fc51c872ba426c7dcd52eabd4e3ef1be1c5f5b7ddfa9256aa6813,947,file,file,go,implementation,authoritative,,BASE11;LIBXRAY001,extracted,Protocol diversity is useful as synthetic parser regression evidence; wrapper runtime is not needed.,Focused semantic link(s) plus base accountability.
libXray-main,xray/stats.go,6801a5fd84b622830a637c6dd51e253d6172f703d62bf827fd6f2b6bdf51392c,406,file,file,go,implementation,authoritative,,BASE11;LIBXRAY001,extracted,Protocol diversity is useful as synthetic parser regression evidence; wrapper runtime is not needed.,Focused semantic link(s) plus base accountability.
libXray-main,xray/validation.go,2078a68fb89d9393e838041b0fde3b20921a182e5e17cda578e74fd612df07b4,359,file,file,go,implementation,authoritative,,BASE11;LIBXRAY001,extracted,Protocol diversity is useful as synthetic parser regression evidence; wrapper runtime is not needed.,Focused semantic link(s) plus base accountability.
libXray-main,xray/xray.go,0a4de5e0928337cc7b5d77d964e195c0a8c1ea3ee9c673863c98932f3729d95d,2312,file,file,go,implementation,authoritative,,BASE11;LIBXRAY001,extracted,Protocol diversity is useful as synthetic parser regression evidence; wrapper runtime is not needed.,Focused semantic link(s) plus base accountability.
libXray-main,xray_wrapper.go,0aa0a71c8e8e6fcfe887bcce3999fcbe6e4fefea7aab445aeef4978aa6e714a0,5592,file,file,go,implementation,authoritative,,BASE11;LIBXRAY001,extracted,Protocol diversity is useful as synthetic parser regression evidence; wrapper runtime is not needed.,Focused semantic link(s) plus base accountability.
libXray-main,xray_wrapper_test.go,2aa62b9eb068bc5f11ceef5c562b75069cf8c1e09a375b4796acc77d951582bb,6712,file,file,go,test,derived,,BASE11;LIBXRAY001,extracted,Protocol diversity is useful as synthetic parser regression evidence; wrapper runtime is not needed.,Focused semantic link(s) plus base accountability.
load-balancer-master,.github/workflows/go-ci.yml,42acbd26b30e8a7b9664b4340e2494b4b47f629d372a2aa0c128ce1c64dfd9a5,502,file,file,yaml,repository-administration,derived,,BASE12,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
load-balancer-master,.gitignore,85bccd1b755fd15e464d7261d46f23d2afae2d5d3d53c55a41d35e653fb35496,28,file,file,other,repository-administration,derived,,BASE12,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
load-balancer-master,.idea/.gitignore,0a5548b173aac0ef943bbb3af850d676f7b651ddedb9f8d7f06735bc2809b3db,176,file,file,other,repository-administration,derived,,BASE12,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
load-balancer-master,.idea/load-balancer.iml,7720901ffdcc47edc6577e79d4b99f3b59dbc559b8e0715a6cf3ae0534f97875,322,file,file,other,fixture,derived,,BASE12,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
load-balancer-master,.idea/modules.xml,6df2628939fe8427567bfc930891319034c81b34e592937358098113b5edd022,278,file,file,other,fixture,derived,,BASE12,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
load-balancer-master,.idea/vcs.xml,6323e12648862a0a96fc0d7877672817d6cd91e2c2a3c3d78f1090db23c6e88e,167,file,file,other,fixture,derived,,BASE12,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
load-balancer-master,README.md,807d4d0b4ae12e9bbe59cffba307b4a5b2716bb0d18ba660d75ff2bef7fbb24a,280,file,file,markdown,documentation,descriptive,,BASE12,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
load-balancer-master,algs/alg.go,aebab2e8b6448b024645aba17f711fa849e068c351ee1188b74f19121f05bc44,3349,file,file,go,implementation,authoritative,,BASE12;LB001,recomposed,"Weight/load concepts are useful, but must remain subordinate to LumiNet quality evidence.",Focused semantic link(s) plus base accountability.
load-balancer-master,algs/rand.go,96aeab402fc0fd06f1614819325eba6d9be4a6c9ce76482649a9feb32435d011,1991,file,file,go,implementation,authoritative,,BASE12;LB001,recomposed,"Weight/load concepts are useful, but must remain subordinate to LumiNet quality evidence.",Focused semantic link(s) plus base accountability.
load-balancer-master,algs/rand_test.go,d63f2a532276c362302c2443fee6febe6212bce3ba87be851b78c9776f1c568f,1016,file,file,go,test,derived,,BASE12;LB001,recomposed,"Weight/load concepts are useful, but must remain subordinate to LumiNet quality evidence.",Focused semantic link(s) plus base accountability.
load-balancer-master,algs/rr.go,f7870a1ece62b82481948a3d00eba653af749d88fad9ac5fdbb1041711850710,2431,file,file,go,implementation,authoritative,,BASE12;LB001,recomposed,"Weight/load concepts are useful, but must remain subordinate to LumiNet quality evidence.",Focused semantic link(s) plus base accountability.
load-balancer-master,algs/rr_test.go,3f0ac7a52bd777561276c2bb8099b1dc6c1dd15257012f327d99e174316b3599,1496,file,file,go,test,derived,,BASE12;LB001,recomposed,"Weight/load concepts are useful, but must remain subordinate to LumiNet quality evidence.",Focused semantic link(s) plus base accountability.
load-balancer-master,algs/wrr.go,cfb3a8985d28e4e331bfe4a64f6302dbd602729389cfdaf3d558ea33ee32c7a6,2384,file,file,go,implementation,authoritative,,BASE12;LB001,recomposed,"Weight/load concepts are useful, but must remain subordinate to LumiNet quality evidence.",Focused semantic link(s) plus base accountability.
load-balancer-master,algs/wrr_test.go,50931a11a8409169749de0247d9da3e0e0f6e889fee0262d343f1bccf50c417d,1377,file,file,go,test,derived,,BASE12;LB001,recomposed,"Weight/load concepts are useful, but must remain subordinate to LumiNet quality evidence.",Focused semantic link(s) plus base accountability.
load-balancer-master,balancer/balancer.go,35309c0036458edfe1bad017ad842872d2faec7f0610e560578602c3821f3b65,4893,file,file,go,implementation,authoritative,,BASE12;LB003,reference-only,Facade/config/tests provide comparison cases for scheduling but the standalone service architecture is superseded.,Focused semantic link(s) plus base accountability.
load-balancer-master,balancer/balancer_test.go,65a853bcfcc9c7afcce491ec30089a97523fdd68247c48e10e3cdbdb35baf77e,2537,file,file,go,test,derived,,BASE12;LB003,reference-only,Facade/config/tests provide comparison cases for scheduling but the standalone service architecture is superseded.,Focused semantic link(s) plus base accountability.
load-balancer-master,conf/conf.go,7c31d3ec9b3aee801ec0907bd2eb9578b2c4bcad7da5fcba35b8f8ab2890bd01,1678,file,file,go,implementation,authoritative,,BASE12;LB003,reference-only,Facade/config/tests provide comparison cases for scheduling but the standalone service architecture is superseded.,Focused semantic link(s) plus base accountability.
load-balancer-master,config.yaml,9f4503d0c0d519dd2b48bfcbfab0fee73dc0ea8ce85cd829fc33e1f9fae9dd80,957,file,file,yaml,configuration,authoritative,,BASE12;LB003,reference-only,Facade/config/tests provide comparison cases for scheduling but the standalone service architecture is superseded.,Focused semantic link(s) plus base accountability.
load-balancer-master,docker-compose.yml,51728bbc99af60fc8f5330828544dc72f47dba2155cc3a6f8b695dad214fe3fb,1949,file,file,yaml,deployment,authoritative,,BASE12;LB002,superseded,A second balancing daemon/Kafka logging stack would duplicate target authority and operations.,Focused semantic link(s) plus base accountability.
load-balancer-master,go.mod,f843820caa7481e23b62892ba8be8c6556be7f61421350a43d6086b26a3e9d55,2361,file,file,other,configuration,authoritative,,BASE12,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
load-balancer-master,go.sum,4d4b736df6996b70289f9d15e7046591d2ecdf5fca87573c5aa8d7998221f2ea,32140,file,file,other,configuration,authoritative,,BASE12,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
load-balancer-master,log/json.go,eb002c1d31b7750ddb8f177293bafe4ae8bb0fb08be987cf37b507ff79bd312f,1737,file,file,go,implementation,authoritative,,BASE12;LB002,superseded,A second balancing daemon/Kafka logging stack would duplicate target authority and operations.,Focused semantic link(s) plus base accountability.
load-balancer-master,log/json_test.go,767bb9451ae98b6e44590700018f59bdee8b44972943d307c88aa24efd145cc4,2004,file,file,go,test,derived,,BASE12;LB002,superseded,A second balancing daemon/Kafka logging stack would duplicate target authority and operations.,Focused semantic link(s) plus base accountability.
load-balancer-master,log/kafka.go,459a329897df450dcc32b22128bc9217a5818f15475f9157926696b9992c0897,1803,file,file,go,implementation,authoritative,,BASE12;LB002,superseded,A second balancing daemon/Kafka logging stack would duplicate target authority and operations.,Focused semantic link(s) plus base accountability.
load-balancer-master,log/kafka_test.go,4bd4ff97f947e94494f9202c602f2a92b93f6fd237d96aa84efb40c470b7137a,4020,file,file,go,test,derived,,BASE12;LB002,superseded,A second balancing daemon/Kafka logging stack would duplicate target authority and operations.,Focused semantic link(s) plus base accountability.
load-balancer-master,log/log.go,55db965c8b19ae226541e63b38da22d3325652c8fbcf86ce43c88b2131d8112c,683,file,file,go,implementation,authoritative,,BASE12;LB002,superseded,A second balancing daemon/Kafka logging stack would duplicate target authority and operations.,Focused semantic link(s) plus base accountability.
load-balancer-master,logstash.conf,fcb90c369db301138cb432e1d5caaa071ad4cc85fcaf52972b537eb5b37efecd,467,file,file,other,fixture,derived,,BASE12;LB002,superseded,A second balancing daemon/Kafka logging stack would duplicate target authority and operations.,Focused semantic link(s) plus base accountability.
load-balancer-master,main.go,4b86d7cea6927e469e05d8419835818e27d7356014724f77cf70e12441cfd533,519,file,file,go,implementation,authoritative,,BASE12;LB002,superseded,A second balancing daemon/Kafka logging stack would duplicate target authority and operations.,Focused semantic link(s) plus base accountability.
log-demultiplexer-master,.github/workflows/ci.yml,3bd19557f872f137fe5b3b01f30f470f6785af188d8da206c87962d40a0bd8e8,355,file,file,yaml,repository-administration,derived,,BASE13,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
log-demultiplexer-master,.gitignore,64dfead3cb2697aee3a04b42b7881b16a82c5aa75623bc8641221205783dee20,17,file,file,other,repository-administration,derived,,BASE13,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
log-demultiplexer-master,Cargo.lock,6ca56046ef37abafe6fa5c072edb9a5b33ece8e6dc65d4e93614ae4680182708,77324,file,file,other,configuration,authoritative,,BASE13;LOGDEMUX004,superseded,Daemon/config glue is donor-specific; only bounded fanout/backpressure insight is adapted into the existing WebSocket owner.,Focused semantic link(s) plus base accountability.
log-demultiplexer-master,Cargo.toml,11d618e668047fd4090cb0cc2a4ae3758ed55a74cbc1b8fceee86f7306b90208,1068,file,file,toml,configuration,authoritative,,BASE13;LOGDEMUX004,superseded,Daemon/config glue is donor-specific; only bounded fanout/backpressure insight is adapted into the existing WebSocket owner.,Focused semantic link(s) plus base accountability.
log-demultiplexer-master,Makefile,b8e775c0ff4896bcafd7623e550b85b5c38c0ed67b50876c0356074a4abd4c0d,279,file,file,other,configuration,authoritative,,BASE13;LOGDEMUX004,superseded,Daemon/config glue is donor-specific; only bounded fanout/backpressure insight is adapted into the existing WebSocket owner.,Focused semantic link(s) plus base accountability.
log-demultiplexer-master,README.md,fbf573cbb361bc23422fdd87624663cda12a2bd9b77fe0206b007d4b44fb1dfd,2933,file,file,markdown,documentation,descriptive,,BASE13,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
log-demultiplexer-master,benches/demultiplexer_bench.rs,8b09514552bceef1ca7ff3b6833e64f2e197226baf70241d69f43a52d497fe88,4562,file,file,rust,test,derived,,BASE13;LOGDEMUX003,reference-only,Benchmark organization is useful operational evidence but cannot establish target performance equivalence.,Focused semantic link(s) plus base accountability.
log-demultiplexer-master,benches/parser_bench.rs,d27f3fcd8c39d3f0a947754447935e6b980959f624f508418e4aff0a00f463ed,6401,file,file,rust,test,derived,,BASE13;LOGDEMUX003,reference-only,Benchmark organization is useful operational evidence but cannot establish target performance equivalence.,Focused semantic link(s) plus base accountability.
log-demultiplexer-master,benches/udp_bench.rs,8667e01fcaeed356ec8ec30b57ebdf5df32705b35ce386c106b68c42c057755a,4001,file,file,rust,test,derived,,BASE13;LOGDEMUX003,reference-only,Benchmark organization is useful operational evidence but cannot establish target performance equivalence.,Focused semantic link(s) plus base accountability.
log-demultiplexer-master,src/conf.rs,9c2e678c8e69143a5769f87effa82bdbf8098a64d516b7056a7fd6dca24cc0bd,2727,file,file,rust,implementation,authoritative,,BASE13;LOGDEMUX004,superseded,Daemon/config glue is donor-specific; only bounded fanout/backpressure insight is adapted into the existing WebSocket owner.,Focused semantic link(s) plus base accountability.
log-demultiplexer-master,src/consumers.rs,b553afa5938351a7687f8f3516e8f872f1b5da865a2084fd1c0d1ed67db9aee5,3209,file,file,rust,implementation,authoritative,,BASE13;LOGDEMUX001;LOGDEMUX004,adapted,LumiNet already uses bounded transient WebSocket channels; donor insight is retained as explicit loss observability.,Focused semantic link(s) plus base accountability.
log-demultiplexer-master,src/demultiplexer.rs,95c6bf0d05c05bbaff212c8dcc6c46a580bcf5bbb28fe49e3617b90f43cf22b6,27511,file,file,rust,implementation,authoritative,,BASE13;LOGDEMUX001;LOGDEMUX004,adapted,LumiNet already uses bounded transient WebSocket channels; donor insight is retained as explicit loss observability.,Focused semantic link(s) plus base accountability.
log-demultiplexer-master,src/lib.rs,2e0794e587cdeb49846996a3498f64adab9cef3b96b9a5e862cc5296de876227,2248,file,file,rust,implementation,authoritative,,BASE13;LOGDEMUX004,superseded,Daemon/config glue is donor-specific; only bounded fanout/backpressure insight is adapted into the existing WebSocket owner.,Focused semantic link(s) plus base accountability.
log-demultiplexer-master,src/main.rs,01afb4efa7ca9622312bac37aca0cc7c3f0fbb9c59b862ea346c3d35bdc87daf,2058,file,file,rust,implementation,authoritative,,BASE13;LOGDEMUX004,superseded,Daemon/config glue is donor-specific; only bounded fanout/backpressure insight is adapted into the existing WebSocket owner.,Focused semantic link(s) plus base accountability.
log-demultiplexer-master,src/parser.rs,8ded03b99216d7dbba75879ada8811aaa7da3df83d5b0345f967187dd1f4bb62,10101,file,file,rust,implementation,authoritative,,BASE13;LOGDEMUX001;LOGDEMUX004,adapted,LumiNet already uses bounded transient WebSocket channels; donor insight is retained as explicit loss observability.,Focused semantic link(s) plus base accountability.
log-demultiplexer-master,src/persist.rs,5ae256d51bced588a384eb32ab3503fa4af2cca380cfa2c795b4db159181e350,24572,file,file,rust,implementation,authoritative,,BASE13;LOGDEMUX002;LOGDEMUX004,superseded,LumiNet already persists authoritative jobs separately; another event spool would create competing truth.,Focused semantic link(s) plus base accountability.
log-demultiplexer-master,src/udp_listener.rs,67673e28eff1f39fec33f61f743775c6146b4f3785f90bdc5960b38ef5f2b8d0,4482,file,file,rust,implementation,authoritative,,BASE13;LOGDEMUX001;LOGDEMUX004,adapted,LumiNet already uses bounded transient WebSocket channels; donor insight is retained as explicit loss observability.,Focused semantic link(s) plus base accountability.
luci-app-https-dns-proxy-main,.github/ISSUE_TEMPLATE/bug_report.md,2134878d750f2cadcf28183c4e780615c4125ecfb8de672f50feea68356ebdb5,1334,file,file,markdown,repository-administration,derived,,BASE14,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
luci-app-https-dns-proxy-main,.github/ISSUE_TEMPLATE/config.yml,88b4662fc1a764a60ee74568ed426096b29a572d22d857b487ee0105f7e85ea9,302,file,file,yaml,repository-administration,derived,,BASE14,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
luci-app-https-dns-proxy-main,.github/ISSUE_TEMPLATE/feature_request.md,3031c3f7828dd5177aec97249bfd0bc2335cd73a4d53fac21ae95f46e995bb7b,499,file,file,markdown,repository-administration,derived,,BASE14,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
luci-app-https-dns-proxy-main,.github/eslint.config.mjs,880004429261b3161ec7be1835773d514711af3472a24c28418800b9d1ff2784,2640,file,file,other,repository-administration,derived,,BASE14,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
luci-app-https-dns-proxy-main,.github/workflows/eslint.yml,59c9cc534165497a11b0a8b69966564be8adc34e9422bc3d05a8640791b4cfaf,945,file,file,yaml,repository-administration,derived,,BASE14,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
