record_id,donor,path,sha256,size_bytes,file_type,language,classification,authority_status,module_id,module_role,module_disposition,semantic_record_ids,notes,fourth_order_record_ids,current_resolution,review_rationale,review_status
SURF-aether-gui-24b4856a04351a66,Aether-GUI,src/index.css,a4dfbbd1f49ea97709cd338d492a03c0f986497bd533ab25ad6dcb5740e88c91,6513,css,css,implementation,authoritative-or-review-required,aether-gui-web,ui-product,reference-only,SURF-aether-gui-24b4856a04351a66,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module aether-gui-web. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-aether-gui-b413957ed9c80157,Aether-GUI,src/lib/utils.ts,7c8c3dfc0cdd370d44932828eb067ef771c8fe7996693221d5d4b90af6d54f2d,166,ts,typescript,ui-or-product,authoritative-or-review-required,aether-gui-web,ui-product,reference-only,SURF-aether-gui-b413957ed9c80157,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module aether-gui-web. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-aether-gui-63e0fc4141a167db,Aether-GUI,src/main.tsx,48f25dac8ce63c0804b5e4b45e755181726c2930e544421d146dcdd0d9406266,235,tsx,typescript,implementation,authoritative-or-review-required,aether-gui-web,ui-product,reference-only,SURF-aether-gui-63e0fc4141a167db,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module aether-gui-web. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-aether-gui-a2d240aa1b24a253,Aether-GUI,src/state/connectionStore.ts,234ff83f44785fd03709006feede1d99de7b67dcb29b29f62c63d47c1f28dd59,8668,ts,typescript,implementation,authoritative-or-review-required,aether-gui-state,ui-state,resolved-by-semantic-ledger,SURF-aether-gui-a2d240aa1b24a253;SEM019,n/a,n/a,SEM019:superseded,Exact bytes remain pinned by SHA-256. Surface semantic children were independently re-evaluated (SEM019:superseded); remaining content was reviewed under module aether-gui-state without granting module-shaped authority.,reviewed
SURF-aether-gui-530996fdd1d67377,Aether-GUI,src/state/windowFocus.ts,8fe58ce38bdd4c9ffcfcaf493782b7b785ce40f90c4ade6eb037e200c5f55e6e,1795,ts,typescript,implementation,authoritative-or-review-required,aether-gui-state,ui-state,resolved-by-semantic-ledger,SURF-aether-gui-530996fdd1d67377,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module aether-gui-state. All semantic children re-evaluated against the frozen third-wave target: SEM019 -> superseded. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-gui-cc320f0316206932,Aether-GUI,src/types/connection.ts,55aa2316a49c5c1544ab88f8fd0ef7bd4043556b4cdccde8f23eb22474ef4dd0,2275,ts,typescript,implementation,authoritative-or-review-required,aether-gui-web,ui-product,reference-only,SURF-aether-gui-cc320f0316206932,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module aether-gui-web. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-aether-gui-2d758a697f675fea,Aether-GUI,tsconfig.app.json,738d03d34009006a997e9e80bd3d38bd1eb4dfbbe33a7d15ec9ca232ddf31408,684,json,json,configuration,authoritative-or-review-required,aether-gui-build,build-config,reference-only,SURF-aether-gui-2d758a697f675fea,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module aether-gui-build. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-aether-gui-4a408a48934d7390,Aether-GUI,tsconfig.json,23c57da26bcec4996c4168f01187840c8ec08a1d60c2dd0edad6d984f5c33680,193,json,json,configuration,authoritative-or-review-required,aether-gui-build,build-config,reference-only,SURF-aether-gui-4a408a48934d7390,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module aether-gui-build. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-aether-gui-0bad928288f19c14,Aether-GUI,tsconfig.node.json,90a22c920cbc14624fb4658b58f15c875abf3234224f3933f211849c3ada3242,591,json,json,configuration,authoritative-or-review-required,aether-gui-build,build-config,reference-only,SURF-aether-gui-0bad928288f19c14,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module aether-gui-build. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-aether-gui-83fb044d195abf96,Aether-GUI,vite.config.ts,d64e782bfacacfc80995385ede881c63d9cb8ff93e16bff196bef190ab50567a,674,ts,typescript,implementation,authoritative-or-review-required,aether-gui-build,build-config,reference-only,SURF-aether-gui-83fb044d195abf96,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module aether-gui-build. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-f8226f3a3435d1e8,Goida-AI-Unlocker,.github/workflows/build.yml,07a07e36fdff17c374056c18f7f0d7bd9af39aff89003cb98a389ab94a826a80,6031,yml,yaml,repository-administration,authoritative-or-review-required,goida-root,docs-ci,reference-only,SURF-goida-ai-unlocker-f8226f3a3435d1e8,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-root. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-5012243432fe4d87,Goida-AI-Unlocker,.gitignore,c2ca7fb1bccb55cb429320a43c9d92ac4bc71b8837728f67db85f1717a0814b0,205,none,unknown,implementation,authoritative-or-review-required,goida-root,docs-ci,reference-only,SURF-goida-ai-unlocker-5012243432fe4d87,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-root. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-10f751eec40e7c31,Goida-AI-Unlocker,LICENSE,3972dc9744f6499f0f9b2dbf76696f2ae7ad8af9b23dde66d6af86c9dfb36986,35149,none,unknown,governance,authoritative-or-review-required,goida-root,docs-ci,reference-only,SURF-goida-ai-unlocker-10f751eec40e7c31,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-root. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-422f6a3e4ff33b82,Goida-AI-Unlocker,README.md,6d8f0dac3f51ec8aec33449ade7336f12607bb77f128c325cf10ea301c2ac0cd,15836,md,markdown,documentation,authoritative-or-review-required,goida-root,docs-ci,reference-only,SURF-goida-ai-unlocker-422f6a3e4ff33b82,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-root. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-2c198b9b8feb0b76,Goida-AI-Unlocker,source/app/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,py,python,ui-or-product,authoritative-or-review-required,goida-build,build-config,reference-only,SURF-goida-ai-unlocker-2c198b9b8feb0b76,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-build. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-94800b1fa789a9ed,Goida-AI-Unlocker,source/app/core/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,py,python,ui-or-product,authoritative-or-review-required,goida-core,desktop-core,reference-only,SURF-goida-ai-unlocker-94800b1fa789a9ed,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-core. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-651acccf7a77344d,Goida-AI-Unlocker,source/app/core/constants.py,61530e358deb60525818acb9103f8d2cdb7097bba993f20f9e0ff45dc541a7d9,6002,py,python,ui-or-product,authoritative-or-review-required,goida-core,desktop-core,reference-only,SURF-goida-ai-unlocker-651acccf7a77344d,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-core. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-22f28abfa7889928,Goida-AI-Unlocker,source/app/core/hosts_manager.py,f1074040ac03f3b20941f774c4a5eaf21172fa8f672039f5621502de40f1a581,30733,py,python,ui-or-product,authoritative-or-review-required,goida-hosts,host-mutation,resolved-by-semantic-ledger,SURF-goida-ai-unlocker-22f28abfa7889928;SEM021;SEM022,n/a,n/a,SEM021:adapted;SEM022:rejected-with-reason,Exact bytes remain pinned by SHA-256. Surface semantic children were independently re-evaluated (SEM021:adapted;SEM022:rejected-with-reason); remaining content was reviewed under module goida-hosts without granting module-shaped authority.,reviewed
SURF-goida-ai-unlocker-8e27287806f1ee6f,Goida-AI-Unlocker,source/app/core/http_client.py,74dac02b4ba0d67504cfcce727101b443a2836136ae75124c24e11d0b209e203,2485,py,python,ui-or-product,authoritative-or-review-required,goida-http,http-client,reference-only,SURF-goida-ai-unlocker-8e27287806f1ee6f;SEM023,n/a,n/a,SEM023:reference-only,Exact bytes remain pinned by SHA-256. Surface semantic children were independently re-evaluated (SEM023:reference-only); remaining content was reviewed under module goida-http without granting module-shaped authority.,reviewed
SURF-goida-ai-unlocker-7d626a9bbd0b7d19,Goida-AI-Unlocker,source/app/core/logger.py,534c52393d0c1a6ec391f20f124f79875a00df19b20ec2c9297897ccde4d6107,195,py,python,ui-or-product,authoritative-or-review-required,goida-core,desktop-core,reference-only,SURF-goida-ai-unlocker-7d626a9bbd0b7d19,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-core. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-7a45307fac8f79d3,Goida-AI-Unlocker,source/app/core/settings.py,589f58d2b71ae38a2b81ba7d03e1a4b9934340a0ad28574a1d352914e446464a,825,py,python,ui-or-product,authoritative-or-review-required,goida-core,desktop-core,reference-only,SURF-goida-ai-unlocker-7a45307fac8f79d3,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-core. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-8f309ce632707441,Goida-AI-Unlocker,source/app/gui/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,py,python,ui-or-product,authoritative-or-review-required,goida-gui,desktop-ui,resolved-by-semantic-ledger,SURF-goida-ai-unlocker-8f309ce632707441,n/a,n/a,split-live-and-nonlive-by-semantic-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui. All semantic children re-evaluated against the frozen third-wave target: SEM024,SEM025,SEM102 -> reference-only,reference-only,inspired-native. Module packaging is not itself authoritative; child decisions control adoption.",reviewed
SURF-goida-ai-unlocker-ab4d43fb4392633d,Goida-AI-Unlocker,source/app/gui/components/__init__.py,ec3485a998c267b4796acaf7a14b631bb56a52ee0e2f75e34b6e019fd053b919,226,py,python,ui-or-product,authoritative-or-review-required,goida-gui-components,desktop-ui,reference-only,SURF-goida-ai-unlocker-ab4d43fb4392633d,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui-components. Desktop workflow/UI surfaces were re-reviewed for operator affordances; preview/status value is rederived through target API owners, not GUI state authority.",reviewed
SURF-goida-ai-unlocker-b233cc37f2f008b7,Goida-AI-Unlocker,source/app/gui/components/card.py,f46c21e30f08e216620bc02a591a4b0814489983776404cfcec1a8aee1dd5621,1317,py,python,ui-or-product,authoritative-or-review-required,goida-gui-components,desktop-ui,reference-only,SURF-goida-ai-unlocker-b233cc37f2f008b7,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui-components. Desktop workflow/UI surfaces were re-reviewed for operator affordances; preview/status value is rederived through target API owners, not GUI state authority.",reviewed
SURF-goida-ai-unlocker-534c91164b535609,Goida-AI-Unlocker,source/app/gui/components/language_popup.py,340e867af135ebaa289da71386e526b9c43b1eb70f8174decf3ab64bb42afbc4,12981,py,python,ui-or-product,authoritative-or-review-required,goida-gui-components,desktop-ui,reference-only,SURF-goida-ai-unlocker-534c91164b535609,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui-components. Desktop workflow/UI surfaces were re-reviewed for operator affordances; preview/status value is rederived through target API owners, not GUI state authority.",reviewed
SURF-goida-ai-unlocker-ae5823f3fb4b72f3,Goida-AI-Unlocker,source/app/gui/components/page_navigator.py,a65b306634cc66dd81c1779cfc204badc6738ff991c9c3e05b5e4415ace683a0,3660,py,python,ui-or-product,authoritative-or-review-required,goida-gui-components,desktop-ui,reference-only,SURF-goida-ai-unlocker-ae5823f3fb4b72f3,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui-components. Desktop workflow/UI surfaces were re-reviewed for operator affordances; preview/status value is rederived through target API owners, not GUI state authority.",reviewed
SURF-goida-ai-unlocker-c096a4db2537971a,Goida-AI-Unlocker,source/app/gui/components/title_bar.py,59ff5144b7540cd699ca73a8c7a561a93fece100e6304bdf7e5f2ea7ce829f39,1194,py,python,ui-or-product,authoritative-or-review-required,goida-gui-components,desktop-ui,reference-only,SURF-goida-ai-unlocker-c096a4db2537971a,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui-components. Desktop workflow/UI surfaces were re-reviewed for operator affordances; preview/status value is rederived through target API owners, not GUI state authority.",reviewed
SURF-goida-ai-unlocker-315f9172e9f01d94,Goida-AI-Unlocker,source/app/gui/hosts_helpers.py,478a7c64400a4770eba9ea609512b20930b5ad5b4010b9fd1209fd3741a762c2,10628,py,python,ui-or-product,authoritative-or-review-required,goida-gui,desktop-ui,resolved-by-semantic-ledger,SURF-goida-ai-unlocker-315f9172e9f01d94,n/a,n/a,split-live-and-nonlive-by-semantic-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui. All semantic children re-evaluated against the frozen third-wave target: SEM024,SEM025,SEM102 -> reference-only,reference-only,inspired-native. Module packaging is not itself authoritative; child decisions control adoption.",reviewed
SURF-goida-ai-unlocker-f6e253ccf2040ad8,Goida-AI-Unlocker,source/app/gui/icons.py,221f0bcdb9240b74c44cd04bb39d9f050dbfb7232a8e698a4b00799c3eff367d,3164,py,python,ui-or-product,authoritative-or-review-required,goida-gui,desktop-ui,resolved-by-semantic-ledger,SURF-goida-ai-unlocker-f6e253ccf2040ad8,n/a,n/a,split-live-and-nonlive-by-semantic-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui. All semantic children re-evaluated against the frozen third-wave target: SEM024,SEM025,SEM102 -> reference-only,reference-only,inspired-native. Module packaging is not itself authoritative; child decisions control adoption.",reviewed
SURF-goida-ai-unlocker-ce3a2c6d7be2c600,Goida-AI-Unlocker,source/app/gui/localization.py,257b2dc6fad5dcc0fd9155cd1002a9ce0465f5bd52dc48bb21d40e4e2d329420,2784,py,python,ui-or-product,authoritative-or-review-required,goida-gui,desktop-ui,resolved-by-semantic-ledger,SURF-goida-ai-unlocker-ce3a2c6d7be2c600;SEM024,n/a,n/a,SEM024:reference-only,Exact bytes remain pinned by SHA-256. Surface semantic children were independently re-evaluated (SEM024:reference-only); remaining content was reviewed under module goida-gui without granting module-shaped authority.,reviewed
SURF-goida-ai-unlocker-2a8fc2a9b7875105,Goida-AI-Unlocker,source/app/gui/main_window.py,3e8a843c408789ba2773703809a892f9a3faf81c07a296ae1c96e45fbac79a43,24089,py,python,ui-or-product,authoritative-or-review-required,goida-gui,desktop-ui,resolved-by-semantic-ledger,SURF-goida-ai-unlocker-2a8fc2a9b7875105;SEM025;SEM102,n/a,FO-006,SEM025:reference-only;SEM102:inspired-native,Exact bytes remain pinned by SHA-256. Surface semantic children were independently re-evaluated (SEM025:reference-only;SEM102:inspired-native); remaining content was reviewed under module goida-gui without granting module-shaped authority.,reviewed
SURF-goida-ai-unlocker-3d25f2575b0b32d6,Goida-AI-Unlocker,source/app/gui/pages/__init__.py,0948baaa349c81cc01229da533e5c3ea80d45648ed50ecc2e5e53ee00bf71160,408,py,python,ui-or-product,authoritative-or-review-required,goida-gui-pages,desktop-ui,reference-only,SURF-goida-ai-unlocker-3d25f2575b0b32d6,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui-pages. Desktop workflow/UI surfaces were re-reviewed for operator affordances; preview/status value is rederived through target API owners, not GUI state authority.",reviewed
SURF-goida-ai-unlocker-aae19b92468150bd,Goida-AI-Unlocker,source/app/gui/pages/about_page.py,186d8c8df697e28175bd8053f5a0725c66cb88879184ae51c0d50f10c6de0daf,4625,py,python,ui-or-product,authoritative-or-review-required,goida-gui-pages,desktop-ui,reference-only,SURF-goida-ai-unlocker-aae19b92468150bd,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui-pages. Desktop workflow/UI surfaces were re-reviewed for operator affordances; preview/status value is rederived through target API owners, not GUI state authority.",reviewed
SURF-goida-ai-unlocker-98016c22f3d4397d,Goida-AI-Unlocker,source/app/gui/pages/donate_page.py,3621f1c9b440ba512aa41ee53fc54432bd35f2dbafdea697083c0ef754cca17e,4285,py,python,ui-or-product,authoritative-or-review-required,goida-gui-pages,desktop-ui,reference-only,SURF-goida-ai-unlocker-98016c22f3d4397d,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui-pages. Desktop workflow/UI surfaces were re-reviewed for operator affordances; preview/status value is rederived through target API owners, not GUI state authority.",reviewed
SURF-goida-ai-unlocker-986e8864ac6f053b,Goida-AI-Unlocker,source/app/gui/pages/home_page.py,d06e2393dc5559e001ef9496812c1638f770df91b18259e8619fb8001c607fff,15858,py,python,ui-or-product,authoritative-or-review-required,goida-gui-pages,desktop-ui,reference-only,SURF-goida-ai-unlocker-986e8864ac6f053b,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui-pages. Desktop workflow/UI surfaces were re-reviewed for operator affordances; preview/status value is rederived through target API owners, not GUI state authority.",reviewed
SURF-goida-ai-unlocker-fc3c7afd3e21be34,Goida-AI-Unlocker,source/app/gui/pages/hosts_editor_page.py,7330827a9d7e51b8689f083c14eb3c97b72b9d2f1789062c24ac08769c69562e,7866,py,python,ui-or-product,authoritative-or-review-required,goida-gui-pages,desktop-ui,reference-only,SURF-goida-ai-unlocker-fc3c7afd3e21be34,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui-pages. Desktop workflow/UI surfaces were re-reviewed for operator affordances; preview/status value is rederived through target API owners, not GUI state authority.",reviewed
SURF-goida-ai-unlocker-330f69439c5f556b,Goida-AI-Unlocker,source/app/gui/pages/message_page.py,87b79c5e4f201da7679063db3d28c6ac55f19e92a0174adf3e3db2de59f33761,5770,py,python,ui-or-product,authoritative-or-review-required,goida-gui-pages,desktop-ui,reference-only,SURF-goida-ai-unlocker-330f69439c5f556b,n/a,n/a,reference-only-after-fourth-order-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui-pages. Desktop workflow/UI surfaces were re-reviewed for operator affordances; preview/status value is rederived through target API owners, not GUI state authority.",reviewed
SURF-goida-ai-unlocker-ac7482e0230d09d9,Goida-AI-Unlocker,source/app/gui/styles.py,f674cbd7c0704ec3ccdd0a5ac1e5c8661994c8ad5aa9b972fe45c25fef02deb4,10483,py,python,ui-or-product,authoritative-or-review-required,goida-gui,desktop-ui,resolved-by-semantic-ledger,SURF-goida-ai-unlocker-ac7482e0230d09d9,n/a,n/a,split-live-and-nonlive-by-semantic-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui. All semantic children re-evaluated against the frozen third-wave target: SEM024,SEM025,SEM102 -> reference-only,reference-only,inspired-native. Module packaging is not itself authoritative; child decisions control adoption.",reviewed
SURF-goida-ai-unlocker-a8a7d486b71854c9,Goida-AI-Unlocker,source/app/gui/translations.json,81615280f9413601654e04c8bb435ef294a9d9de2d43df7b1e58eadedebd4155,99062,json,json,ui-or-product,authoritative-or-review-required,goida-gui,desktop-ui,resolved-by-semantic-ledger,SURF-goida-ai-unlocker-a8a7d486b71854c9,n/a,n/a,split-live-and-nonlive-by-semantic-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui. All semantic children re-evaluated against the frozen third-wave target: SEM024,SEM025,SEM102 -> reference-only,reference-only,inspired-native. Module packaging is not itself authoritative; child decisions control adoption.",reviewed
SURF-goida-ai-unlocker-32e13a493866770b,Goida-AI-Unlocker,source/app/gui/workers.py,f6fbd75ecfe252fd6f5bd5439fbf565d0515ba7ad8edc2b6566d5bdbdff65160,3370,py,python,ui-or-product,authoritative-or-review-required,goida-gui,desktop-ui,resolved-by-semantic-ledger,SURF-goida-ai-unlocker-32e13a493866770b,n/a,n/a,split-live-and-nonlive-by-semantic-review,"Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-gui. All semantic children re-evaluated against the frozen third-wave target: SEM024,SEM025,SEM102 -> reference-only,reference-only,inspired-native. Module packaging is not itself authoritative; child decisions control adoption.",reviewed
SURF-goida-ai-unlocker-305e46a65566c229,Goida-AI-Unlocker,source/app/utils/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,py,python,ui-or-product,authoritative-or-review-required,goida-utils,desktop-utils,reference-only,SURF-goida-ai-unlocker-305e46a65566c229,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-utils. All semantic children re-evaluated against the frozen third-wave target: SEM026 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-goida-ai-unlocker-52072d76dff22ce2,Goida-AI-Unlocker,source/app/utils/helpers.py,e6f0fc033d33600105344b4ad827c40f63d3149a53feefab0e969597c4eff392,4252,py,python,ui-or-product,authoritative-or-review-required,goida-utils,desktop-utils,reference-only,SURF-goida-ai-unlocker-52072d76dff22ce2;SEM026,n/a,n/a,SEM026:reference-only,Exact bytes remain pinned by SHA-256. Surface semantic children were independently re-evaluated (SEM026:reference-only); remaining content was reviewed under module goida-utils without granting module-shaped authority.,reviewed
SURF-goida-ai-unlocker-9ccaf7ac8ef4ba73,Goida-AI-Unlocker,source/build.txt,448734c702fbe25384a325417c16a9ccc11c3d1710fd0411e6edaa30c08ed492,1246,txt,unknown,implementation,authoritative-or-review-required,goida-build,build-config,reference-only,SURF-goida-ai-unlocker-9ccaf7ac8ef4ba73,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-build. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-178d3b453917a4d6,Goida-AI-Unlocker,source/icon.icns,25beff762ddcba953affbe047dbf484ea71f3cafa923c5d72fb5c00ec5489af2,120429,icns,unknown,implementation,authoritative-or-review-required,goida-build,build-config,reference-only,SURF-goida-ai-unlocker-178d3b453917a4d6,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-build. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-b00c25dc8868374a,Goida-AI-Unlocker,source/icon.ico,51d6e276865d959caf450f8743be700df651c8571159034a7a845c7c96eb6bde,14140,ico,unknown,media,authoritative-or-review-required,goida-build,build-config,reference-only,SURF-goida-ai-unlocker-b00c25dc8868374a,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-build. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-810cd628aa93c2fb,Goida-AI-Unlocker,source/icons/alert.svg,03704dbdd22684ddc76c4b31b92c77dd31328d3c7e3758e3466c5200204f9c8a,261,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-810cd628aa93c2fb,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-0dfb545b0b5abbd3,Goida-AI-Unlocker,source/icons/book-open.svg,5a62b2d2e3346baedd47cff1a338ca2afb4948bea9a2d8f548b71f56b6f0f7a1,267,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-0dfb545b0b5abbd3,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
SURF-goida-ai-unlocker-60f29aaf64d153c1,Goida-AI-Unlocker,source/icons/bulb.svg,abe86e2ddd604022cbd4e8e08bf81949257c5f0942f06b706fcd00d356f9d845,259,svg,unknown,media,authoritative-or-review-required,goida-icons,media,reference-only,SURF-goida-ai-unlocker-60f29aaf64d153c1,n/a,n/a,reference-only-after-fourth-order-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module goida-icons. Every file and symbol in this module was re-inventoried. No independently stronger target-native mechanism or missing authority was found beyond separately linked semantic records; retain as reference/context rather than donor-shaped import.,reviewed
