wave,record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
post-refactor-4d,PR141-M0330,n/a,CG-PR141-ACCOUNT-metapi-main,metapi-main,surface accountability,complete donor subtree accountability: src/desktop,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,src/desktop/iconAssets.test.ts,2405bab2347389df5b0ca773e39ea242b9d75628ff78ee0ba4e040eed9278b19,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0331,n/a,CG-PR141-ACCOUNT-metapi-main,metapi-main,surface accountability,complete donor subtree accountability: src/web#chunk1,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,src/web/App.login-surface.test.tsx,53f92fef8c9321843fcf7e8690130c1f34be4ca6c8db2bca96164ed5dfff304e,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0332,n/a,CG-PR141-ACCOUNT-metapi-main,metapi-main,surface accountability,complete donor subtree accountability: src/web#chunk2,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,src/web/pages/accounts.codingplan-init.test.tsx,f6cd1d7e84a0620bafaf99cd7a5e81660c9396902d7f82d405adea6563ae298a,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0333,n/a,CG-PR141-ACCOUNT-metapi-main,metapi-main,surface accountability,complete donor subtree accountability: src/web#chunk3,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,src/web/pages/settings/UpdateCenterHistoryEntryCard.tsx,b6a399d10a228e8eedcc1aeb040d0be52a0ce02d9e2c7d6a04f50a122ae5ee23,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-S001,n/a,n/a,geospoof-main,browser geolocation identity,JavaScript geolocation API override,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,src/content/injected/geolocation.ts,b858075db8877836dd4e9ac2d7d15295e8e8241122e685e554af165a5467afb5,n/a,reference extraction,many-to-one,reference-only,Shows that browser geolocation is an application-layer identity surface distinct from VPN exit IP. LumiNet keeps that distinction explicit rather than claiming VPN geolocation spoofing.,identity-boundary documentation,n/a,network egress identity and browser geolocation are separate authorities,network routing must not be represented as browser geolocation authority,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S001,n/a,none,MIT,medium,n/a,high,reviewed
post-refactor-4d,PR141-S002,n/a,n/a,geospoof-main,timezone identity,Date/Intl timezone override surface,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,src/content/injected/timezone-overrides.ts,79bc54c9521876f923bb8de4713b575b1c4784e67603f738f377a7fd5e3c06e2,n/a,reference extraction,many-to-one,reference-only,Timezone consistency is useful privacy-model evidence but is not a network transport responsibility.,identity-boundary documentation,n/a,timezone presentation belongs to browser/application identity,VPN routing must not silently mutate application timezone semantics,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S002,n/a,none,MIT,medium,n/a,high,reviewed
post-refactor-4d,PR141-S003,n/a,n/a,geospoof-main,WebRTC privacy,WebRTC address-surface override,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,src/content/injected/webrtc.ts,eaedaf80241b84bdddc566d5f44c757a064d540191b7ce675c3155b818bfacf0,n/a,reference extraction,many-to-one,reference-only,WebRTC can expose network-adjacent identity outside ordinary proxy paths; retained as a diagnostic/privacy caveat.,browser privacy guardrail,n/a,proxy coverage claims distinguish browser peer-connection behavior,transport success must not imply WebRTC identity protection,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S003,n/a,none,MIT,medium,n/a,high,reviewed
post-refactor-4d,PR141-S004,n/a,n/a,geospoof-main,iframe propagation,propagate identity overrides into nested frames,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,src/content/injected/iframe-patching.ts,5b71e8db369e9922897e4bdde246f8381ff049ac1f5ef147cf2a3bdc6a3877e4,n/a,reference extraction,many-to-one,reference-only,"Cross-frame propagation illustrates completeness requirements for a browser extension, but LumiNet has no browser extension authority.",browser-extension reference,n/a,browser identity overrides require child-context coverage if ever implemented,partial browser overrides must not be marketed as global identity,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S004,n/a,none,MIT,medium,n/a,high,reviewed
post-refactor-4d,PR141-S005,n/a,n/a,geospoof-main,worker propagation,propagate identity overrides into workers,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,src/content/injected/worker-patching.ts,2541780086463d4198e09a6193ba30c3a5fb9bdac514cdd383a2f603f60d1f41,n/a,reference extraction,many-to-one,reference-only,Worker propagation is retained as completeness evidence only.,browser-extension reference,n/a,worker execution contexts are separate identity surfaces,main-frame state cannot be assumed to cover workers,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S005,n/a,none,MIT,medium,n/a,high,reviewed
post-refactor-4d,PR141-S006,n/a,n/a,geospoof-main,concealment/evasion,mask overridden JavaScript functions as native,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,src/content/injected/function-masking.ts,f0c71b3202c99676e6f1ed92411ff22397afe5636edc06e73a09a4b2475491b6,n/a,guardrail derivation,negative-to-guardrail,rejected-with-reason,Native-looking function masking is an anti-detection/evasion mechanism and is outside LumiNet production authority.,anti-evasion guardrail,n/a,privacy features remain explainable and do not forge native implementation provenance,target code must not hide instrumentation by falsifying native-function appearance,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S006,n/a,none,MIT,high,n/a,high,reviewed
post-refactor-4d,PR141-S007,n/a,n/a,geospoof-main,permission semantics,override geolocation permission query behavior,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,src/content/injected/permissions.ts,ba487754045d343d97ff233f8bf540757ea48c158b9db75d4519d690dbef9d36,n/a,guardrail derivation,negative-to-guardrail,rejected-with-reason,Falsifying browser permission state would duplicate browser authority and can mislead callers.,browser-permission guardrail,n/a,browser permission truth remains browser-owned,network tools must not forge user-agent permission state,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S007,n/a,none,MIT,high,n/a,high,reviewed
post-refactor-4d,PR141-S008,n/a,n/a,geospoof-main,cross-layer VPN sync,synchronize browser location presets with observed VPN region,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,src/background/vpn-sync.ts,9c0cb95486717578aa5318bf219e24f7f79729596523fad2fe7791c78a07dd80,n/a,reference extraction,many-to-one,reference-only,Useful UX evidence that network exit and browser identity can drift and should be shown separately.,operator identity diagnostics,n/a,cross-layer identity state is explicit and reconciled rather than conflated,a VPN region hint is not authoritative browser geolocation,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S008,n/a,none,MIT,medium,n/a,high,reviewed
post-refactor-4d,PR141-S009,n/a,n/a,geospoof-main,early injection lifecycle,early-protection bootstrap before page scripts,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,src/popup/early-protection.ts,25f0bb973978f7f5806387b223ad9c084af88a67ecedbd3ad0ed992f3693ade9,n/a,reference extraction,many-to-one,reference-only,Early bootstrap timing is relevant only to a browser-injection product and does not justify a LumiNet extension plane.,browser-extension lifecycle reference,n/a,identity hooks require defined startup ordering if ever implemented,late injection must not be claimed as complete page coverage,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S009,n/a,none,MIT,medium,n/a,high,reviewed
post-refactor-4d,PR141-S010,n/a,n/a,geospoof-main,Safari packaging,Safari WebExtension native bridge and packaging boundary,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,safari/Shared (Extension)/SafariWebExtensionHandler.swift,7f765496e71d83b6c9ec28f92523a0b96f8e599d6724e64e4a0017ddd152651d,n/a,reference extraction,many-to-one,reference-only,Cross-browser packaging is product reference only; LumiNet release authority remains its existing desktop/mobile packages.,cross-platform packaging reference,n/a,platform-specific browser packaging has explicit provenance,peer Safari bundles do not become LumiNet release inputs,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S010,n/a,none,MIT,medium,n/a,high,reviewed
post-refactor-4d,PR141-S011,n/a,n/a,ZedSecure-main,Android VPN socket protection,VpnService protect(fd) boundary,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,local_packages/flutter_v2ray_client/android/src/main/kotlin/dev/amirzr/flutter_v2ray_client/v2ray/services/V2rayVPNService.kt,ba8f6943f4534d7f98e6d02da5008ad59471f1a156c2fd697bb760384e98db0c,n/a,reference extraction,many-to-one,superseded,Explicit socket protection reinforces the existing LumiNet VpnService.protect bridge; no second VPN service is needed.,mobile VPN socket protection,src/apps/android/app/src/main/java/com/luminet/android/VpnEngineService.kt#SocketProtector,tunnel-originated sockets use one platform-owned VPN bypass boundary,peer VpnService cannot become a second Android network authority,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S011,n/a,none,GPL-3.0 with additional terms; bundled components separately licensed,medium,n/a,high,reviewed
post-refactor-4d,PR141-S012,n/a,n/a,ZedSecure-main,per-app routing UX,application allow/disallow selection channel,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,android/app/src/main/kotlin/com/zedsecure/vpn/AppListMethodChannel.kt,decb186d7b8418f90e858fac0a2581534c7542d785ca38d138a5a4a37d5f3d2e,n/a,reference extraction,many-to-one,reference-only,"Per-app routing is useful product evidence, but LumiNet correctly reports it unsupported until packet/process routing can enforce it.",per-app routing product contract,n/a,"availability reflects enforcement capability, not UI presence",settings UI must not claim per-app enforcement without runtime authority,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S012,n/a,none,GPL-3.0 with additional terms; bundled components separately licensed,medium,n/a,high,reviewed
post-refactor-4d,PR141-S013,n/a,n/a,ZedSecure-main,TUN route construction,VPN TUN route/DNS/MTU construction around proxy endpoint,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,local_packages/flutter_v2ray_client/android/src/main/kotlin/dev/amirzr/flutter_v2ray_client/v2ray/services/V2rayVPNService.kt,ba8f6943f4534d7f98e6d02da5008ad59471f1a156c2fd697bb760384e98db0c,n/a,reference extraction,many-to-one,superseded,Route construction and server exclusion reinforce existing Android/TUN ownership; target keeps one TUN/NAT stack.,mobile TUN lifecycle,src/apps/daemon/internal/platform/mobilehost/tun2socks_adapter.go#Tun2SocksAdapter,TUN routes and bypasses are installed by one authoritative service,peer route builder cannot create parallel TUN authority,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S013,n/a,none,GPL-3.0 with additional terms; bundled components separately licensed,medium,n/a,high,reviewed
post-refactor-4d,PR141-S014,n/a,n/a,ZedSecure-main,DNS/FakeDNS configuration,proxy DNS and FakeDNS configuration builder,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,lib/services/v2ray_config_builder.dart,7d035da7371c3fc6d48f0a97d705e7a65b10647f029362c61fe6156082989fce,n/a,reference extraction,many-to-one,reference-only,"Config UX is useful reference, but LumiNet DNS and proxy routing already have distinct owners and no V2Ray config authority is imported.",proxy/DNS configuration reference,n/a,DNS policy remains explicit and target-owned,peer V2Ray config cannot become target DNS source of truth,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S014,n/a,none,GPL-3.0 with additional terms; bundled components separately licensed,medium,n/a,high,reviewed
post-refactor-4d,PR141-S015,n/a,n/a,ZedSecure-main,proxy URL configuration,multi-protocol V2Ray configuration parsing,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,local_packages/flutter_v2ray_client/lib/flutter_v2ray.dart,97f054dbf6433eb02e697263d2295e312c5fd528eaa8a5a69f91f0799a8e8e3b,n/a,reference extraction,many-to-one,reference-only,Parser breadth is useful compatibility evidence; current proxy configuration owners remain authoritative.,proxy configuration compatibility,n/a,untrusted proxy inputs are parsed through bounded target-owned schemas,peer parser does not gain runtime authority,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S015,n/a,none,GPL-3.0 with additional terms; bundled components separately licensed,medium,n/a,high,reviewed
post-refactor-4d,PR141-S016,n/a,n/a,ZedSecure-main,HevTun lifecycle,native hev-socks5-tunnel service lifecycle,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,android/app/src/main/kotlin/com/zedsecure/vpn/HevTunService.kt,0b1f23e62a781811ece27db41694d99761fee69255692c6478b4bc7d58fdc16b,n/a,reference extraction,many-to-one,superseded,Native tunnel lifecycle is already covered by LumiNet mobilehost/TUN ownership; importing HevTun would create a second data plane.,TUN lifecycle,src/apps/daemon/internal/platform/mobilehost/tun2socks_adapter.go#Tun2SocksAdapter,one target TUN owner controls fd lifecycle and teardown,second native TUN engine is prohibited,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S016,n/a,none,GPL-3.0 with additional terms; bundled components separately licensed,medium,n/a,high,reviewed
post-refactor-4d,PR141-S017,n/a,n/a,ZedSecure-main,network diagnostics,VPN-side ping/latency service,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,android/app/src/main/kotlin/com/zedsecure/vpn/PingService.kt,e9d64ef304e7bb244c75d28f0c67aefb7b49fdb9a07513eb94f7659536338391,n/a,reference extraction,many-to-one,reference-only,Diagnostic sampling reinforces existing bounded endpoint diagnostics without changing dispatch authority.,network diagnostics,n/a,diagnostics remain observational and bounded,diagnostic success cannot grant routing authority,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S017,n/a,none,GPL-3.0 with additional terms; bundled components separately licensed,medium,n/a,high,reviewed
post-refactor-4d,PR141-S018,n/a,n/a,ZedSecure-main,bundled proxy binary supply chain,prebuilt V2Ray Android AAR,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,local_packages/flutter_v2ray_client/android/libs/libv2ray.aar,ed60a7f281234df927780a1505c90ec2f4a32f1e47c5a7b6730e7426d11c5dd2,n/a,guardrail derivation,negative-to-guardrail,rejected-with-reason,"A 54 MB bundled runtime archive cannot become an unaudited executable input, especially under GPL/mixed component licensing.",binary supply-chain guardrail,n/a,runtime binaries are provenance-accounted and built/admitted by target release authority,peer bundled binaries cannot silently enter production,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S018,n/a,none,GPL-3.0 with additional terms; bundled components separately licensed,critical,n/a,high,reviewed
post-refactor-4d,PR141-S019,n/a,n/a,ZedSecure-main,mutable native build input,build script clones/links external hev-socks5-tunnel source,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,compile-hevtun.sh,14f34723c298985f985b99ac68625dae66f42e39cf1104ccb0dc3c472a69ec6b,n/a,guardrail derivation,negative-to-guardrail,rejected-with-reason,Mutable external-source build recipes conflict with LumiNet frozen-source release provenance.,build reproducibility guardrail,n/a,release inputs are pinned and auditable before build,release must not clone mutable external source during packaging,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S019,n/a,none,GPL-3.0 with additional terms; bundled components separately licensed,high,n/a,high,reviewed
post-refactor-4d,PR141-S020,n/a,n/a,i2p.i2p-master,replay prevention,time-decaying bounded Bloom filter for recent identifiers,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,router/java/src/net/i2p/router/util/DecayingBloomFilter.java,0436802e37be2dbed17745dac47acdf0aa374bf5f520f97dd7772e534658af4e,n/a,reference extraction,many-to-one,reference-only,Time-decaying replay membership reinforces bounded replay windows; LumiNet already has bounded replay caches/one-shot tokens where needed.,replay protection,n/a,replay state is bounded by capacity/time and never grows without limit,peer replay cache does not create a second cryptographic state owner,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S020,n/a,none,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,medium,n/a,high,reviewed
post-refactor-4d,PR141-S021,n/a,n/a,i2p.i2p-master,tunnel replay prevention,duplicate tunnel IV detection with resource-sensitive filter sizing,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,router/java/src/net/i2p/router/tunnel/BloomFilterIVValidator.java,8341caa46a6a2f54020a2cee262dd5b4b328f71efed59bad17a83c57ce6bed09,n/a,reference extraction,many-to-one,reference-only,Shows replay filtering sized against memory/throughput and explicit duplicate telemetry; target uses existing replay owners.,replay protection,n/a,duplicate detection remains bounded and observable,memory growth cannot scale unboundedly with received identifiers,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S021,n/a,none,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,medium,n/a,high,reviewed
post-refactor-4d,PR141-S022,n/a,n/a,i2p.i2p-master,bandwidth admission,FIFO bandwidth limiter and explicit throughput quotas,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,router/java/src/net/i2p/router/transport/FIFOBandwidthLimiter.java,c4dea1c8652bffa14ea6c23156debe4a2ed29d8fdb05430cd73929034d15629a,n/a,reference extraction,many-to-one,reference-only,Long-lived anonymity routing needs first-class bandwidth admission; LumiNet already bounds relay/TUN buffers and work queues.,resource admission reference,n/a,network work is subject to explicit resource bounds,peer bandwidth scheduler cannot become target packet authority,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S022,n/a,none,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,medium,n/a,high,reviewed
post-refactor-4d,PR141-S023,n/a,n/a,i2p.i2p-master,peer selection,tunnel peer selection with exclusions/capability checks,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,router/java/src/net/i2p/router/tunnel/pool/TunnelPeerSelector.java,36dbd3924f98fb55012850bdc8a9b0c4de93cc1fcdeb189553f3cf0ebb93cc67,n/a,reference extraction,many-to-one,reference-only,Selection policy reinforces that observed eligibility and exclusions belong ahead of dispatch; LumiNet endpoint planning already requires successful observation.,endpoint selection reference,n/a,selection excludes ineligible/untrusted candidates before dispatch,peer scoring cannot grant target dispatch authority,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S023,n/a,none,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,medium,n/a,high,reviewed
post-refactor-4d,PR141-S024,n/a,n/a,i2p.i2p-master,peer quarantine,router banlist with reason/expiry lifecycle,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,router/java/src/net/i2p/router/Banlist.java,42ee6dbe7cd3d3195ba13ca6b15ce213093098376194386ac2a3ea26f7897d7d,n/a,reference extraction,many-to-one,reference-only,Expiring quarantine and reason tracking are useful operator evidence; existing target health/cooldown owners remain authoritative.,endpoint quarantine reference,n/a,negative health state has reason and bounded lifetime,quarantine cannot become an unbounded permanent hidden policy,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S024,n/a,none,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,medium,n/a,high,reviewed
post-refactor-4d,PR141-S025,n/a,n/a,i2p.i2p-master,transport ownership,multi-transport manager lifecycle and address selection,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,router/java/src/net/i2p/router/transport/TransportManager.java,e161c6c39973a85e4777a86c8dbd233496f5740aa8b045e5eb73c60dd58ca749,n/a,reference extraction,many-to-one,rejected-with-reason,A full I2P transport manager would duplicate LumiNet runtime/proxy/relay ownership.,transport authority guardrail,n/a,transport implementations register behind one target runtime owner,peer anonymity transports cannot self-register as production authority,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S025,n/a,none,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,high,n/a,high,reviewed
post-refactor-4d,PR141-S026,n/a,n/a,i2p.i2p-master,lease expiration,LeaseSet v2 time/expiry representation,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,core/java/src/net/i2p/data/LeaseSet2.java,c023cdc228b043bddc83fcde8f04117c23fbe3d2bde66c6b93b3073c13c9c36f,n/a,reference extraction,many-to-one,reference-only,Explicit lease expiry reinforces lifecycle modeling for ephemeral network state.,lease/expiry reference,n/a,ephemeral routing state has explicit expiry and stale-state rejection,expired peer state must not be treated as current authority,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S026,n/a,none,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,medium,n/a,high,reviewed
post-refactor-4d,PR141-S027,n/a,n/a,i2p.i2p-master,router-info expiry,remove or retain router information using expiration/freshness policy,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,router/java/src/net/i2p/router/networkdb/kademlia/ExpireRoutersJob.java,2f1692ea7debf3384ebf3842fd1bf94df123bf2664626ac623016409936b4443,n/a,reference extraction,many-to-one,reference-only,Freshness/expiry policy is useful state-management evidence; LumiNet does not import I2P NetDB.,stale-state policy reference,n/a,routing observations age out under explicit policy,stale network observations cannot remain authoritative indefinitely,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S027,n/a,none,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,medium,n/a,high,reviewed
post-refactor-4d,PR141-S028,n/a,n/a,i2p.i2p-master,tunnel lifecycle,TunnelController start/stop/restart configuration ownership,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,apps/i2ptunnel/java/src/net/i2p/i2ptunnel/TunnelController.java,ada9cd3ddcff4ba19dfb92c493e3a576cb2e4f130ac576bc2c2953c678ee8a8e,n/a,reference extraction,many-to-one,reference-only,Supervised tunnel lifecycle reinforces single-owner teardown/restart semantics already present in LumiNet.,tunnel lifecycle reference,n/a,one owner supervises process/connection lifecycle and cleanup,peer tunnel controller cannot create parallel authority,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S028,n/a,none,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,medium,n/a,high,reviewed
post-refactor-4d,PR141-S029,n/a,n/a,i2p.i2p-master,SOCKS proxying,I2P SOCKS tunnel address/connection handling,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,apps/i2ptunnel/java/src/net/i2p/i2ptunnel/socks/I2PSOCKSTunnel.java,4d72ca1a8d79c75e398b011baa8d70cd6f723cc82218dca52e180f3a5197da8d,n/a,reference extraction,many-to-one,reference-only,SOCKS semantics are compared as protocol evidence only; LumiNet already owns SOCKS/TUN paths.,SOCKS compatibility reference,n/a,SOCKS parsing/connection semantics stay target-owned,I2P naming/routing semantics are not imported into ordinary proxy authority,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S029,n/a,none,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,medium,n/a,high,reviewed
post-refactor-4d,PR141-S030,n/a,n/a,i2p.i2p-master,SOCKS UDP,I2P SOCKS UDP tunnel handling,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,apps/i2ptunnel/java/src/net/i2p/i2ptunnel/socks/SOCKSUDPTunnel.java,f1662e95ad2a5eec450c69c530217b11c212742616529c156eaabb8d00e7283a,n/a,reference extraction,many-to-one,reference-only,UDP association lifecycle is useful comparison evidence; existing LumiNet association ownership remains authoritative.,SOCKS UDP reference,n/a,UDP association ownership is bounded and single-winner,peer UDP tunnel cannot create a second NAT/TUN plane,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S030,n/a,none,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,medium,n/a,high,reviewed
post-refactor-4d,PR141-S031,n/a,n/a,i2p.i2p-master,message freshness/replay,router message validator expiration and duplicate policy,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,router/java/src/net/i2p/router/MessageValidator.java,6a54248358424822180b8d30831f0c8be4aa692e8c31c3936a3f1b7d06cfcd6b,n/a,reference extraction,many-to-one,reference-only,Message freshness and duplicate rejection reinforce existing replay/idempotency boundaries.,message replay reference,n/a,messages are rejected outside bounded freshness/replay windows,unbounded historical identifiers are not retained as authority,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S031,n/a,none,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,medium,n/a,high,reviewed
post-refactor-4d,PR141-S032,n/a,n/a,i2p.i2p-master,tunnel build admission,tunnel build message validation and duplicate controls,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,router/java/src/net/i2p/router/tunnel/pool/BuildMessageProcessor.java,7e7b273ac5bb8722c02ee1f3c53333e715de49e6505e8849244cae93fb58c742,n/a,reference extraction,many-to-one,reference-only,Build-request admission illustrates pre-authority validation for topology mutations.,network admission reference,n/a,network topology requests are validated before allocation,unvalidated peer requests cannot allocate target resources,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S032,n/a,none,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,medium,n/a,high,reviewed
post-refactor-4d,PR141-S033,n/a,n/a,i2p.i2p-master,signed update/reseed provenance,SU3 signed-file verification container,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,core/java/src/net/i2p/crypto/SU3File.java,5bdc4f25ac677f8601f040295533204fedc9cd665049ec1638dbea8556270bff,n/a,reference extraction,many-to-one,reference-only,Signed artifact verification is useful release/provisioning evidence; mixed I2P licensing prevents broad source adoption and LumiNet retains its existing integrity owners.,artifact provenance reference,n/a,downloaded executable/config artifacts require cryptographic/provenance validation,peer signing format does not become target release authority,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S033,n/a,none,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,medium,n/a,high,reviewed
post-refactor-4d,PR141-S034,n/a,n/a,i2p.i2p-master,router lifecycle,full router startup/shutdown/restart lifecycle,fine-grained donor mechanism/constraint,mechanism/evidence,standalone decision unit,router/java/src/net/i2p/router/Router.java,c991035af133e17b5154e329a154801470522f1243e00f24641a7862628b47b7,n/a,reference extraction,many-to-one,rejected-with-reason,"A full I2P router introduces persistent anonymity network, NetDB, transports and crypto authority outside LumiNet scope.",runtime authority guardrail,n/a,LumiNet runtime composition remains target-owned and bounded,full peer router cannot be embedded as an unreviewed second network runtime,governance/convergence/post-refactor-141-semantic-anchors.md#semantic-PR141-S034,n/a,none,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,critical,n/a,high,reviewed
