donor,path,sha256,size_bytes,mode,classification,authority,module,extension,semantic_record_ids,post_refactor_232_review,post_refactor_232_disposition,notes
pydns-scanner,python/scanner/widgets.py,7e7406fb6145653b56c0a2afdc9f8ce603ab1320c6b5d6122f305db1c632453e,6952,0o644,implementation,authoritative,python/scanner,.py,PR232-F00623;PR232-M0190;PR232-S047,fresh-byte-reverified-and-context-reviewed,focused-adoption-or-guardrail,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/scanner/worker_pool.py,1d1e4bfcaefffdd1e47740bb0c93e4e5b004ba45b6c9a31aceafda33fcf1e72c,11032,0o644,implementation,authoritative,python/scanner,.py,PR232-F00624;PR232-M0190;PR232-S033;PR232-S034;PR232-S035;PR232-S036;PR232-S046,fresh-byte-reverified-and-context-reviewed,focused-adoption-or-guardrail,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipnet-client/linux/.gitkeep,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,1,0o644,operational,authoritative,python/slipnet-client,n/a,PR232-F00625;PR232-M0191,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipnet-client/linux/slipnet-linux-amd64,447a98fa4bbdfa47cb05d5b067cef5c5276bb9a83dc6fa985e82f9f8582b734e,2781028,0o644,operational,authoritative,python/slipnet-client,n/a,PR232-F00626;PR232-M0191,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipnet-client/linux/slipnet-linux-arm64,2813e7f827ff54da793a0549bbd0e5922124ee364369e6966d67dec327fde74f,2372552,0o644,operational,authoritative,python/slipnet-client,n/a,PR232-F00627;PR232-M0191,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipnet-client/mac/.gitkeep,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,1,0o644,operational,authoritative,python/slipnet-client,n/a,PR232-F00628;PR232-M0191,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipnet-client/mac/slipnet-darwin-amd64,483efff25c7c2a7893f362a447709e28cfc62ab2bbf6565c4485c242bed07fd4,10811936,0o644,operational,authoritative,python/slipnet-client,n/a,PR232-F00629;PR232-M0191,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipnet-client/mac/slipnet-darwin-arm64,32e6aebca580765c3e15f4d0d9b704ab8b733b32fc572e37825a1b4f9d177288,9303234,0o644,operational,authoritative,python/slipnet-client,n/a,PR232-F00630;PR232-M0191,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipnet-client/windows/.gitkeep,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,1,0o644,operational,authoritative,python/slipnet-client,n/a,PR232-F00631;PR232-M0191,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipnet-client/windows/slipnet-windows-amd64.exe,7d25c636a15215fc6d16eb2559c9c9d8a8243157b941ebcd5cd2626c05f4d8ed,10923008,0o644,vendored,vendored,python/slipnet-client,.exe,PR232-F00632;PR232-M0191,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipstream-client/android/slipstream-client-linux-arm64,042d1d96cdfa8c4e5a856f3a696bdd3b39a3543b90e88093cbc1a2f53ae3b1d5,2040504,0o644,operational,authoritative,python/slipstream-client,n/a,PR232-F00633;PR232-M0192,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipstream-client/linux/slipstream-client-linux-amd64,a457693870e096622be5dea5b13c7403befbe21818e5a83ad80186d1be5ff62d,2280872,0o644,operational,authoritative,python/slipstream-client,n/a,PR232-F00634;PR232-M0192,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipstream-client/linux/slipstream-client-linux-arm64,042d1d96cdfa8c4e5a856f3a696bdd3b39a3543b90e88093cbc1a2f53ae3b1d5,2040504,0o644,operational,authoritative,python/slipstream-client,n/a,PR232-F00635;PR232-M0192,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipstream-client/mac/slipstream-client-darwin-amd64,546d65200fdf2467d0f555f6f47deb23d502bcb9ea777a954cf0ee37b8b2938a,1944920,0o644,operational,authoritative,python/slipstream-client,n/a,PR232-F00636;PR232-M0192,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipstream-client/mac/slipstream-client-darwin-arm64,a820c22a6fab23bcc3f065bf6c76449bf4952a47597def8559b64ace0c362a20,1707680,0o644,operational,authoritative,python/slipstream-client,n/a,PR232-F00637;PR232-M0192,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipstream-client/slipstream-client-all-platforms.tar.gz,7a4efcd7eac48f1000d54137d58106c2520d4f106a34ba8915cec15d0d3bff1f,9638588,0o644,generated,derived,python/slipstream-client,.gz,PR232-F00638;PR232-M0192,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipstream-client/slipstream-client-all-platforms.zip,b7f63875e69faec651726d6f025028367493e937dc8c2cbb498bf68b515fa317,9947428,0o644,generated,derived,python/slipstream-client,.zip,PR232-F00639;PR232-M0192,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipstream-client/windows/libcrypto-3-x64.dll,5527ff18dd749687d886ef7f383463b6ce7bca66c773d6ff94f40190da853ebe,4790120,0o644,vendored,vendored,python/slipstream-client,.dll,PR232-F00640;PR232-M0192,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipstream-client/windows/libssl-3-x64.dll,96dde73df4a2df72d5fc788e1ad99c6adf388cd42c2f874cf8d6a883a3654bf7,549888,0o644,vendored,vendored,python/slipstream-client,.dll,PR232-F00641;PR232-M0192,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,python/slipstream-client/windows/slipstream-client-windows-amd64.exe,735e4116d3056527fd7838a574b6511a535512d6fc2584b0bf80a192b4feba12,6736384,0o644,vendored,vendored,python/slipstream-client,.exe,PR232-F00642;PR232-M0192,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,requirements-full.txt,ff612a623d033ecc2eafca58dbeac3af6b3aa2dc3ad236803e911ce62cb28e22,432,0o644,operational,authoritative,requirements-full.txt,.txt,PR232-F00643;PR232-M0193,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,requirements.txt,6ee4ef7f617250244f68f1216f63b9e15cca88f9d69430282125aa7813c48d52,823,0o644,configuration,authoritative,requirements.txt,.txt,PR232-F00644;PR232-M0194,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
pydns-scanner,static/icon.ico,13660c6d683f1b2de7f6322a8886262e93fcfb5b7a4d5040aad3d6658b823ea4,44388,0o644,media,derived,static,.ico,PR232-F00645;PR232-M0195,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,.gitignore,56291442b777ac9285ca212d93f1d20d3a7e8417fde1927b422454fc0e7619f7,69,0o644,repository-administration,authoritative,.gitignore,n/a,PR232-F00646;PR232-M0196,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,LICENSE,81f75fe0a4cc089f2665b31f0a653663bead6a466d4e0346b8ecbade4a08cf78,1776,0o644,documentation,authoritative,LICENSE,n/a,PR232-F00647;PR232-M0197,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,README.md,c008b84f9c8cc060f4225eb9d081ade2d7d10add140ebcd5350675bca259450e,467,0o644,documentation,authoritative,README.md,.md,PR232-F00648;PR232-M0198,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,client/build.sh,6b4007dd1f3fd8a1552c4f032bc4f4461816f72f9772529a5601c2fcd41a48cd,19,0o755,script,authoritative,client/build.sh,.sh,PR232-F00649;PR232-M0199,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,client/lib/client-config.go,fc01b422dfb6bbd01a7abc1a30728119769392d197f08403fd2e3a4df37d3f73,1215,0o644,implementation,authoritative,client/lib,.go,PR232-F00650;PR232-M0200;PR232-S003,fresh-byte-reverified-and-context-reviewed,focused-adoption-or-guardrail,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,client/lib/lyrebird.go,2ba2bc52cd337de095dddc218da11a221ef715f971275de5cdfa0f075c0012ee,2149,0o644,implementation,authoritative,client/lib,.go,PR232-F00651;PR232-M0200;PR232-S009,fresh-byte-reverified-and-context-reviewed,focused-adoption-or-guardrail,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,client/lib/splitpt.go,eb6d43514730b920dbf3fa2de93f1769bc270e323b48c1f0c46a68adf946965f,3720,0o644,implementation,authoritative,client/lib,.go,PR232-F00652;PR232-M0200,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,client/run.sh,c37427b846fe8e2eb767798aa409b726c1bb2484e5a458e7e8b8e5b5220c0649,13,0o755,script,authoritative,client/run.sh,.sh,PR232-F00653;PR232-M0201,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,client/splitpt-config.toml,2ecc1b3992d5f97b1fc002e912ae6642a9705137b0499a23afe4810de4467330,459,0o644,configuration,authoritative,client/splitpt-config.toml,.toml,PR232-F00654;PR232-M0202,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,client/splitpt.go,09336b9d89294b29ccb12604812cee9b51876f7b80a738dff55bebe175792ab7,4953,0o644,implementation,authoritative,client/splitpt.go,.go,PR232-F00655;PR232-M0203,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,client/torrc,411ecfa194200612a9142a576c6c3c9067eba0ba0d7cd1c7c4d2d0607defb8c9,168,0o644,operational,authoritative,client/torrc,n/a,PR232-F00656;PR232-M0204,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,common/split/random.go,e51c08a0b6e1754a76a266b8b5fc9d37150f614199266bd945c8421f68e8c734,5575,0o644,implementation,authoritative,common/split,.go,PR232-F00657;PR232-M0205;PR232-S002,fresh-byte-reverified-and-context-reviewed,focused-adoption-or-guardrail,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,common/split/round-robin.go,324e516c713b83aa4c6ce7a98bb82f5541d33111dcfcb8915a323bbc86a311cf,5714,0o644,implementation,authoritative,common/split,.go,PR232-F00658;PR232-M0205;PR232-S001,fresh-byte-reverified-and-context-reviewed,focused-adoption-or-guardrail,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,common/split/splittingpacketconn.go,655f0db0cd30219f08b5d98b6f1b606db5b653391468a99da7a705ca7434d45d,911,0o644,implementation,authoritative,common/split,.go,PR232-F00659;PR232-M0205,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,common/turbotunnel/README.md,774e76795d8d4e4ed49adf4bd1084b218630da8ae9094b1c87f6931ed94e9fbe,158,0o644,documentation,authoritative,common/turbotunnel,.md,PR232-F00660;PR232-M0206,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,common/turbotunnel/encapsulation.go,4d9b3080437b9da63b1d0a9d9944415b07bde51bae4b499f107eae1e171bcc1e,823,0o644,implementation,authoritative,common/turbotunnel,.go,PR232-F00661;PR232-M0206;PR232-S005,fresh-byte-reverified-and-context-reviewed,focused-adoption-or-guardrail,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,common/turbotunnel/listenerpacketconn.go,470a8d515ce1816f021dd260ef6076820fb8315fd1a156316fdfc936347872a2,1894,0o644,implementation,authoritative,common/turbotunnel,.go,PR232-F00662;PR232-M0206,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,common/turbotunnel/queuepacketconn.go,ea4b521c455db69a8db09af65017d60c07391355e79353a73787f4bda12c2eae,4644,0o644,implementation,authoritative,common/turbotunnel,.go,PR232-F00663;PR232-M0206;PR232-S006;PR232-S007,fresh-byte-reverified-and-context-reviewed,focused-adoption-or-guardrail,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,common/turbotunnel/redialpacketconn.go,1c9076c35698819bfaf19ad6a7f9bea2249877704cc7e699488a1237603b1ac1,5638,0o644,implementation,authoritative,common/turbotunnel,.go,PR232-F00664;PR232-M0206;PR232-S008,fresh-byte-reverified-and-context-reviewed,focused-adoption-or-guardrail,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,common/turbotunnel/remotemap.go,13408fe8c9b8bc9537a360044efb088243725182b25964e3edb3b48cdc5fd551,4333,0o644,implementation,authoritative,common/turbotunnel,.go,PR232-F00665;PR232-M0206,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,common/turbotunnel/sessionid.go,be3db0a43cefa039063177ea56d23309e5b627a807e4020ff3b04014679d522e,382,0o644,implementation,authoritative,common/turbotunnel,.go,PR232-F00666;PR232-M0206;PR232-S004,fresh-byte-reverified-and-context-reviewed,focused-adoption-or-guardrail,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,go.mod,9fb3a8cb7998471762a62c3315ea2892081babcd7b619df525721fe190127619,3400,0o644,configuration,authoritative,go.mod,.mod,PR232-F00667;PR232-M0207,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,go.sum,b9d2b5b978a7a7a74506aad555c11b47bc82988a29194466b25f608e4e3a1483,19150,0o644,configuration,authoritative,go.sum,.sum,PR232-F00668;PR232-M0208,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,pt-setup/client-state/obfs4_bridgeline.txt,4a18c6b0bd4264cad7f2a426cc08bfb9b200567fcbc41c283d6ed2547e39642b,568,0o644,operational,authoritative,pt-setup/client-state,.txt,PR232-F00669;PR232-M0209,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,pt-setup/client-state/obfs4_state.json,16766c160633e5a18b2268386674997495152570fd6a8071c20d588a1c1dfcbc,291,0o644,configuration,authoritative,pt-setup/client-state,.json,PR232-F00670;PR232-M0209,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,pt-setup/obfs4-client.sh,07e155c8b8a69ab58a66c904f97ab0e4034d962f14fdf50347f5468ce5b9bab0,130,0o755,script,authoritative,pt-setup/obfs4-client.sh,.sh,PR232-F00671;PR232-M0210,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,pt-setup/obfs4-server.sh,2a004c4a04034c42d9cb3b655deb26eaf228192fe9d25c51a4c090dbfe29cc6c,246,0o755,script,authoritative,pt-setup/obfs4-server.sh,.sh,PR232-F00672;PR232-M0211,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,pt-setup/obfs4_bridgeline.txt,167a6dd2c25482e7852a44743949ea5c4af892a069455bee3f46b06e44f77762,568,0o644,operational,authoritative,pt-setup/obfs4_bridgeline.txt,.txt,PR232-F00673;PR232-M0212,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,pt-setup/obfs4_state.json,0ee06c96eb77b80b420378fb1536c6fe1a606ee239bf215013f4b0a50a772eb0,291,0o644,configuration,authoritative,pt-setup/obfs4_state.json,.json,PR232-F00674;PR232-M0213,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,pt-setup/server-state/.lyrebird.log.swp,20b4bd622e779de1538b34bdff71514a44a7e1da16e3907e8f222cc899c29a5a,12288,0o644,operational,authoritative,pt-setup/server-state,.swp,PR232-F00675;PR232-M0214,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,pt-setup/server-state/obfs4_bridgeline.txt,0a392df524534d93ef9561449ce9126cbd7ed2a644209c7b3d80fb2ad750e45a,568,0o644,operational,authoritative,pt-setup/server-state,.txt,PR232-F00676;PR232-M0214,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,pt-setup/server-state/obfs4_state.json,4687d508ef3c8309e5bb6e92c07ed920aad39ab15207b250e065d084b2c7e389,291,0o644,configuration,authoritative,pt-setup/server-state,.json,PR232-F00677;PR232-M0214,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,server/server.go,41f4c8f15fdfb6e004fe51f5eb5e781e0772a58294fa9b97f806ec7f9283105e,3367,0o644,implementation,authoritative,server/server.go,.go,PR232-F00678;PR232-M0215,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,server/torrc,12e64349f57b637bca51d442da438f3c4f0029bd824eb988b816681272eb6685,147,0o644,operational,authoritative,server/torrc,n/a,PR232-F00679;PR232-M0216,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/README,bf2a2cbadab2ab5f9b5afbaf9e90bb90c2219257b1e6e4e87033aeb64c6c9412,132,0o644,documentation,authoritative,tests/shadow,n/a,PR232-F00680;PR232-M0217,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/conf/resolv.conf,388b5f50173389e3c7648e1c2180883dd1c27ae7739f7b9f9de82b293f3a3b6f,21,0o644,test,authoritative,tests/shadow,.conf,PR232-F00681;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/conf/tor-common.torrc,8b68439e56cd5d611e98dc2b99016c48587732daeb3f1b6498521d9fc0e9e5da,732,0o644,test,authoritative,tests/shadow,.torrc,PR232-F00682;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/conf/torrc.template,f1a28d58cf4accfff86ea4514018f0d6f88849b62a9dcb9cc6bf7254253d4c7a,167,0o644,test,authoritative,tests/shadow,.template,PR232-F00683;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/4uthority/fingerprint,f5489d860645949800d864408c7a42e2f6e17a6b1bf3b9022205c8df7a1f9b7d,49,0o644,test,authoritative,tests/shadow,n/a,PR232-F00684;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/4uthority/keys/authority_certificate,1b1a99c872b6edaa1e2da79b71a2b15609175a113e4ac26f7064d0ea66c38287,1883,0o644,test,authoritative,tests/shadow,n/a,PR232-F00685;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/4uthority/keys/authority_identity_key,6b4231503bc02b414ec9eaddf7e6df455db4770afbbf240432473ccc31444b13,2565,0o644,test,authoritative,tests/shadow,n/a,PR232-F00686;PR232-M0217;PR232-S010,fresh-byte-reverified-and-context-reviewed,focused-adoption-or-guardrail,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/4uthority/keys/authority_signing_key,f890dbf8164b84ede06f70963aa82bb325b0bb582894a0514cef2a313b497fe1,887,0o644,test,authoritative,tests/shadow,n/a,PR232-F00687;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/4uthority/keys/secret_id_key,f101e13e55433fb14cccd38fd5655ea467554636948c6e26b0758ba6326d899c,887,0o644,test,authoritative,tests/shadow,n/a,PR232-F00688;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/4uthority/keys/secret_onion_key,8321c702f1b91659a082ec7349c372a46b4ee254dcad81e853328fc56fb7f93c,887,0o644,test,authoritative,tests/shadow,n/a,PR232-F00689;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/4uthority/torrc,8b55d4f0a2ce431b7e38c203ba2ce89d6fd618467d728f99b9037456038822f9,531,0o644,test,authoritative,tests/shadow,n/a,PR232-F00690;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/4uthority/torrc-defaults,c55c090d9c7a43516a6bb160d09ba1b0be8cfb0680a648b1d6c4427b41256d12,37,0o644,test,authoritative,tests/shadow,n/a,PR232-F00691;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/4uthority/v3bw,7e3528ec7f4d92781c292dee8d8c1c358aced040dffc34baa841e9a841682fb6,501,0o644,test,authoritative,tests/shadow,n/a,PR232-F00692;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/bridge1/server-state/.lyrebird.log.swp,20b4bd622e779de1538b34bdff71514a44a7e1da16e3907e8f222cc899c29a5a,12288,0o644,test,authoritative,tests/shadow,.swp,PR232-F00693;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/bridge1/server-state/lyrebird.log,24176ab38b07b62431adfad3f4dfc8051e897a95be8133c98bad656b52d57372,3662,0o644,test,authoritative,tests/shadow,.log,PR232-F00694;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/bridge1/server-state/obfs4_bridgeline.txt,0a392df524534d93ef9561449ce9126cbd7ed2a644209c7b3d80fb2ad750e45a,568,0o644,test,authoritative,tests/shadow,.txt,PR232-F00695;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/bridge1/server-state/obfs4_state.json,4687d508ef3c8309e5bb6e92c07ed920aad39ab15207b250e065d084b2c7e389,291,0o644,test,authoritative,tests/shadow,.json,PR232-F00696;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/client/splitpt-config.toml,35d07bc9f08182d19c46965ce3dd98253e65134a6de920e33342f85e6b254418,455,0o644,test,authoritative,tests/shadow,.toml,PR232-F00697;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/client/tgen-client.graphml.xml,d589573a3755e1aed2e2ad8f09f9ac871fe43d76113636ef73b329e0be3bd12d,1355,0o644,test,authoritative,tests/shadow,.xml,PR232-F00698;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/client/torrc-defaults,c55c090d9c7a43516a6bb160d09ba1b0be8cfb0680a648b1d6c4427b41256d12,37,0o644,test,authoritative,tests/shadow,n/a,PR232-F00699;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/exit1/fingerprint,83df51ed7e46cf352fbb8089d2d1d8134921911280f2ed88bc87f791f3b01916,47,0o644,test,authoritative,tests/shadow,n/a,PR232-F00700;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/exit1/keys/secret_id_key,264e8b2c9009e58f12df1d3388698cc5b86645274fa2ceda57a4ad213de41eca,887,0o644,test,authoritative,tests/shadow,n/a,PR232-F00701;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
splitpt,tests/shadow/shadow.data.template/hosts/exit1/keys/secret_onion_key,610beaff6193f347c04f86d0e08e09350645da6b74d8e898bba1dc3b4ab5e85e,887,0o644,test,authoritative,tests/shadow,n/a,PR232-F00702;PR232-M0217,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
