donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,notes
luminet-baseline-d73453f,server/internal/proxy/geosite_routing_matcher.go,7c8facb577cdb4f61694809def5b9f6a6be9901d5f0c7f008e37a2f55dc64041,1489,regular,go,implementation,historical-authoritative,HVC-GEOSITE-001,Dynamic override value promoted to internal/domainrouting; proxy surface retained as facade.
luminet-baseline-d73453f,server/internal/proxy/tun2socks_hev_adapter.go,d554227feb70773a60b1c04b00bed28f7ae46efb62f2e55bdb00716aeeb90e44,664,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-TUN2SOCKS-HEV-ADAPTER-D554227F,Promoted to governed labs surface at labs/daemon/proxy/tun2socks_hev_adapter.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tunl_relay.go,3b0a40a1fa7b2940c4d73ac95a3992a2c030a23f38b84959c2cbad5ae3ac9fa3,6797,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-TUNL-RELAY-3B0A40A1,Promoted to governed labs surface at labs/daemon/proxy/tunl_relay.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tunl_relay_test.go,66b696ab3d456ea4d9a823947895fce6120b2366409e81572513463a2bde22d2,8698,regular,go,test,lab-non-authoritative,HVC-LAB-W20-TUNL-RELAY-3B0A40A1,Promoted to governed labs surface at labs/daemon/proxy/tunl_relay_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/udp_table.go,2872a6010cd41f219db07704dfd50cfe988f347adbde1d1b425b259268cbcacf,4578,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-UDP-TABLE-2872A601,Promoted to governed labs surface at labs/daemon/proxy/udp_table.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/upstream_test_suites.go,12e06456029f185fdafeb1846458ea40e44ccaae87367a8c4f55d42feb58d9f1,68135,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-UPSTREAM-TEST-SUITES-12E06456,Promoted to governed labs surface at labs/daemon/proxy/upstream_test_suites.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/utls_bootstrap.go,078a3af7bb31892f1e1bd44959071c5aae4c8400b5cca59dcf02228a16b64b37,3048,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-UTLS-BOOTSTRAP-078A3AF7,Promoted to governed labs surface at labs/daemon/proxy/utls_bootstrap.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/utls_dialer.go,4d18fbb4620c9927191b0030a63a4b13fafba5c3aecee54d9435b6eb3a3ec4a4,1419,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-UTLS-DIALER-4D18FBB4,Promoted to governed labs surface at labs/daemon/proxy/utls_dialer.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/utls_dialer_test.go,0f0d7fb0441d20b2ab6d42a4608b4a06d7f585ee44df5bf77bf00b1d0713b31f,1914,regular,go,test,lab-non-authoritative,HVC-LAB-W20-UTLS-DIALER-4D18FBB4,Promoted to governed labs surface at labs/daemon/proxy/utls_dialer_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/v2board.go,7494b5f1347192868e2faa9c2e16c485048d32da62cb6c858ce8c8a47e1a0076,4508,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-V2BOARD-7494B5F1,Promoted to governed labs surface at labs/daemon/proxy/v2board.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/v2ray_dat_compiler.go,ebba9ed7a4c2945a17928cf3642812c760f21b5bec6dd07caedc09fc5755bf71,2683,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-V2RAY-DAT-COMPILER-EBBA9ED7,Promoted to governed labs surface at labs/daemon/proxy/v2ray_dat_compiler.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/v2ray_dat_compiler_test.go,2826dce2a58ce7838fd0838bf9df240b10e093586dcae44159e0e1830b44db53,1091,regular,go,test,lab-non-authoritative,HVC-LAB-W20-V2RAY-DAT-COMPILER-EBBA9ED7,Promoted to governed labs surface at labs/daemon/proxy/v2ray_dat_compiler_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/v2ray_go.go,0ef43b00f84457389525a7f27e9a00b16c8d78b55478dbbdbd31c566f9b2ed20,2303,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-V2RAY-GO-0EF43B00,Promoted to governed labs surface at labs/daemon/proxy/v2ray_go.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/v2raya.go,b1e66e780d23a335bdd20fc46b8f111295623b4d8bf61e76d4ff562ad6ab1cf6,1973,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-V2RAYA-B1E66E78,Promoted to governed labs surface at labs/daemon/proxy/v2raya.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/v2rayn_config_helpers.go,e69da78edea28ca21b7f68dd082bc9cbf51cc1a3c26a537e5caa0e8ba47987ad,18818,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-V2RAYN-CONFIG-HELPERS-E69DA78E,Promoted to governed labs surface at labs/daemon/proxy/v2rayn_config_helpers.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/v2rayng.go,b48f2a8504c86f2410940a5e2d77622027c7d144108d651e74e0ead109f71ce6,16849,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-V2RAYNG-B48F2A85,Promoted to governed labs surface at labs/daemon/proxy/v2rayng.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/v2rayng_config_helpers.go,87f26ef40b0ca3f93a2ee24a3727a7a921a956ce8819bd81f063b6a792ab6baf,17280,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-V2RAYNG-CONFIG-HELPERS-87F26EF4,Promoted to governed labs surface at labs/daemon/proxy/v2rayng_config_helpers.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/v2rayng_panel.go,565c716ff5cccd85e7540de3339571bb8be6e8576c5a140ad65655da99574b0c,2884,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-V2RAYNG-PANEL-565C716F,Promoted to governed labs surface at labs/daemon/proxy/v2rayng_panel.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/vless_proxy.go,b32508d075df00892e0bdc2f1b193126314412f9ce96a646a38361b61efd059f,12347,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-VLESS-PROXY-B32508D0,Promoted to governed labs surface at labs/daemon/proxy/vless_proxy.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/voidtunnel.go,825ba3f4b8b9f7549af0b2b7412a54839b7253c7f4f38da93ed727629acbf88a,8716,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-VOIDTUNNEL-825BA3F4,Promoted to governed labs surface at labs/daemon/proxy/voidtunnel.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/web_routing.go,5c3d25d0144b5c2602032c9f5bdba4973cc2bcd2a7da6c9ade8fe592db232b9e,14503,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-WEB-ROUTING-5C3D25D0,Promoted to governed labs surface at labs/daemon/proxy/web_routing.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/web_routing_test.go,e3287ed7ddbda16e3f070ae17b6cddfb7e48b49a7fedc198d66e7c19338fcc46,6016,regular,go,test,lab-non-authoritative,HVC-LAB-W20-WEB-ROUTING-5C3D25D0,Promoted to governed labs surface at labs/daemon/proxy/web_routing_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/wgsocks.go,db4572dbd861c8e6ae4db3fe530c1ca84f6b8fe32fbaeb95defe30e6e01f655a,598,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-WGSOCKS-DB4572DB,Promoted to governed labs surface at labs/daemon/proxy/wgsocks.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/windows_proxy_client.go,826d8870497dbbe8b839cd67ba90fd220c5e24a1af799dcfea118d1f9aa66c39,5091,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-WINDOWS-PROXY-CLIENT-826D8870,Promoted to governed labs surface at labs/daemon/proxy/windows_proxy_client.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/wireguard_go.go,768a34c75e88828421f5a39f4c2967eecd781cc6de75555252177a5fcbdc07af,664,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-WIREGUARD-GO-768A34C7,Promoted to governed labs surface at labs/daemon/proxy/wireguard_go.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/wireguard_obfuscator.go,c3c3de46ab0c33d8cf85e82382bf21ca8acae13832cf2329c3e9eaf7ed929734,9417,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-WIREGUARD-OBFUSCATOR-C3C3DE46,Promoted to governed labs surface at labs/daemon/proxy/wireguard_obfuscator.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/wireguard_obfuscator_test.go,4e72583fb0b3e2312b156ca219208811f56a4560c14e4dae5d7ed9b96c2175b1,2504,regular,go,test,lab-non-authoritative,HVC-LAB-W20-WIREGUARD-OBFUSCATOR-C3C3DE46,Promoted to governed labs surface at labs/daemon/proxy/wireguard_obfuscator_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/worker_panel_controller.go,16988d1e23616691f4dcaf641c443b156ce2581dc8a199a121397b1800764326,6155,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-WORKER-PANEL-CONTROLLER-16988D1E,Promoted to governed labs surface at labs/daemon/proxy/worker_panel_controller.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/worker_pool.go,305ef6a724d843355bbfa51ce81f3c4958c29e56ded6d67cee84d8f5698a8919,1147,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-WORKER-POOL-305EF6A7,Promoted to governed labs surface at labs/daemon/proxy/worker_pool.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/worker_pool_test.go,ee554a291f367fcad6ca74f4f3c126ba1c99d9f9dbb9ade1e6926e538e3b2087,488,regular,go,test,lab-non-authoritative,HVC-LAB-W20-WORKER-POOL-305EF6A7,Promoted to governed labs surface at labs/daemon/proxy/worker_pool_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/ws_reverse_tunnel.go,46b3adece3a9d8b0d4439df0412856ce408d7aa20d7b2d6babb4ca7acbeb27db,10355,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-WS-REVERSE-TUNNEL-46B3ADEC,Promoted to governed labs surface at labs/daemon/proxy/ws_reverse_tunnel.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/ws_reverse_tunnel_test.go,a776f965e1c79c0f7f97efe042021e56eed6102476b00febdc74cc4ea30e32ed,2746,regular,go,test,lab-non-authoritative,HVC-LAB-W20-WS-REVERSE-TUNNEL-46B3ADEC,Promoted to governed labs surface at labs/daemon/proxy/ws_reverse_tunnel_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/wstunnel_reverse.go,536ccd0cf83be1106e76306c7b407bfd77c0b2a1e13d9044ad355e2b3b4917a6,2937,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-WSTUNNEL-REVERSE-536CCD0C,Promoted to governed labs surface at labs/daemon/proxy/wstunnel_reverse.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/xhttp_azure.go,9321e8c8fcd5925c7c2e0f004717a5ebe44f1a4fd6db72be2cc76f13a3dcf5f4,1925,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-XHTTP-AZURE-9321E8C8,Promoted to governed labs surface at labs/daemon/proxy/xhttp_azure.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/xhttp_edge_relay.go,0265a09cfeda1295244b84ede829e81d545d557da28d19af75d46c246a526d3a,597,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-XHTTP-EDGE-RELAY-0265A09C,Promoted to governed labs surface at labs/daemon/proxy/xhttp_edge_relay.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/xhttp_fastly.go,fe2cbe584352ad00f53892fb4e624124527d1c7b5e9abcd89a2e98d1f5db41d6,1958,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-XHTTP-FASTLY-FE2CBE58,Promoted to governed labs surface at labs/daemon/proxy/xhttp_fastly.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/xhttp_relay_azure.go,21b24cf9e41c5fca80853b2faca205a5fb9a4ca2b77873701ecc09285a701fb8,2455,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-XHTTP-RELAY-AZURE-21B24CF9,Promoted to governed labs surface at labs/daemon/proxy/xhttp_relay_azure.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/xhttp_relay_config.go,d6c8bc12cea3fbaa7367760a5945add490eb0deccd85b11335bb00dff3062b67,9001,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-XHTTP-RELAY-CONFIG-D6C8BC12,Promoted to governed labs surface at labs/daemon/proxy/xhttp_relay_config.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/xhttp_relay_fastly.go,67cdac97866959d6966c43afb388377e211606c6014a7d54dc8cd60e9f15e5b6,3853,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-XHTTP-RELAY-FASTLY-67CDAC97,Promoted to governed labs surface at labs/daemon/proxy/xhttp_relay_fastly.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/xhttp_relay_vercel_eco.go,a1025116a6174ae1bcd539bb56eec4c85cd141e4f1ea6ea235a2c903aee1ca32,4210,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-XHTTP-RELAY-VERCEL-ECO-A1025116,Promoted to governed labs surface at labs/daemon/proxy/xhttp_relay_vercel_eco.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/xtls_vision.go,d71983a0187073aaa5e7c9bad913f42010238b3d899e3b0d1ffccc3c1dcea0c4,8179,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-XTLS-VISION-D71983A0,Promoted to governed labs surface at labs/daemon/proxy/xtls_vision.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/begzar.go,22cd145a8a22e50c4d16f64dc6e4a8c86f89cd3c0291a60f7dd2f3de1114b20d,693,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-BEGZAR-22CD145A,Promoted to governed labs surface at labs/daemon/proxy/begzar.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/cf_worker_trojan.go,7b0c7734348373d997f408feae049356fd6a2177b9cf28a1d977b961fa589049,1199,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-CF-WORKER-TROJAN-7B0C7734,Promoted to governed labs surface at labs/daemon/proxy/cf_worker_trojan.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/cf_worker_url.go,9e0ac7549b559149807718519080d7fb40d214987eaa118c21b8218166a7cfeb,932,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-CF-WORKER-URL-9E0AC754,Promoted to governed labs surface at labs/daemon/proxy/cf_worker_url.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/cf_worker_url_test.go,ef97a66aa5197859611074a6b1744f11fc530b272fb77945a728faa7296990d3,1053,regular,go,test,lab-non-authoritative,HVC-LAB-W21-CF-WORKER-TROJAN-7B0C7734,Promoted to governed labs surface at labs/daemon/proxy/cf_worker_url_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/cf_worker_vless.go,317f320a43750051d04f8a7a8419f6ad572e4076577bc22a467f3a96762d5e92,1411,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-CF-WORKER-VLESS-317F320A,Promoted to governed labs surface at labs/daemon/proxy/cf_worker_vless.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/clash_worker.go,aa3095608c701b1e2ffefa9b4f6d2b51b138f5342c99d15d5640191a09d65afa,16555,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-CLASH-WORKER-AA309560,Promoted to governed labs surface at labs/daemon/proxy/clash_worker.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/gc_tuning.go,48769398f4d45fafcd7d86b5d789b74cee02b6711d8590be61dbb96f25d98728,1098,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-GC-TUNING-48769398,Promoted to governed labs surface at labs/daemon/proxy/gc_tuning.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/gc_tuning_linux.go,923e0876e8ad1894be2bb36349fa4ef59f7bbd0d98e0f795ad63348128688836,547,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-GC-TUNING-LINUX-923E0876,Promoted to governed labs surface at labs/daemon/proxy/gc_tuning_linux.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/gc_tuning_other.go,8da73ea54c89ad180a6405f810c317ad666fd149424096eb801f22af6c17281f,95,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-GC-TUNING-OTHER-8DA73EA5,Promoted to governed labs surface at labs/daemon/proxy/gc_tuning_other.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/gc_tuning_windows.go,e7ae2c307cd7c0db57bf19157b287bf5820f2fb96e0f15ce6014e95c4f90a22a,724,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-GC-TUNING-WINDOWS-E7AE2C30,Promoted to governed labs surface at labs/daemon/proxy/gc_tuning_windows.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/managed_config_process.go,abf53799f8d695e72cf766c5d8733652420be4a65cfd6437ebfb026b1d804b24,1475,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-MANAGED-CONFIG-PROCESS-ABF53799,Promoted to governed labs surface at labs/daemon/proxy/managed_config_process.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/mitm_decryptor.go,d4bb92b70ef8f198bd914e84b20f45a4d0db1211f1be1f3b29e4a0f68d4dd10d,2926,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-MITM-DECRYPTOR-D4BB92B7,Promoted to governed labs surface at labs/daemon/proxy/mitm_decryptor.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/mitm_proxy.go,92e0ab78f6d5cca2bc3bc5011dd16a602c063b8b4497aeca5779f87d8d828389,3293,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-MITM-PROXY-92E0AB78,Promoted to governed labs surface at labs/daemon/proxy/mitm_proxy.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/nova_backend.go,18f1ca061e27948a4b9da8e550921d9b8c8895f99237b6e72e2cdf65f3004e5c,450,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-NOVA-BACKEND-18F1CA06,Promoted to governed labs surface at labs/daemon/proxy/nova_backend.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/nova_proxy.go,bd315f89b521a1f15b1e7ac8b3a5075dc2205d8a0b0658addca7aa24c10e4291,439,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-NOVA-PROXY-BD315F89,Promoted to governed labs surface at labs/daemon/proxy/nova_proxy.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/nova_wizard.go,6a2bfccd8a2b11ead0cf0e8310da94440a74b0b251fa296d99f25290ff5a2698,8686,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-NOVA-WIZARD-6A2BFCCD,Promoted to governed labs surface at labs/daemon/proxy/nova_wizard.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/proxy_node_rotator.go,82be0d19cdc33f986c8b88ea2e43a03ee3a7b97d80512ecf4751c7b25230f39e,1232,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-PROXY-NODE-ROTATOR-82BE0D19,Promoted to governed labs surface at labs/daemon/proxy/proxy_node_rotator.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/proxy_setup_wizard.go,c52595751592c6cca772936e1379ef52e23bac88aa42eb539ee0c14ef9bbafaa,12448,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-PROXY-SETUP-WIZARD-C5259575,Promoted to governed labs surface at labs/daemon/proxy/proxy_setup_wizard.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/sing_brutal.go,c879fa64ee392111b8fd8b6535873f119ada8a2c1726d45b0ad61ef0b2eacd38,2187,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-SING-BRUTAL-C879FA64,Promoted to governed labs surface at labs/daemon/proxy/sing_brutal.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/snell_panel.go,3bd3ab5b34f7b54be5230b228ed5b6d02c3bedd71ee56d26f7680e75b697697f,13166,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-SNELL-PANEL-3BD3AB5B,Promoted to governed labs surface at labs/daemon/proxy/snell_panel.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/socks5_limiter.go,7c0e8772316e84353a1c116274844bed949f60ea47926444e7f446577dd445de,4727,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-SOCKS5-LIMITER-7C0E8772,Promoted to governed labs surface at labs/daemon/proxy/socks5_limiter.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/split_tunnel_bypass.go,f042e1d8cc3f31ed2129a02302acdf308f0488f990a6f652e373448d72d92b20,579,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-SPLIT-TUNNEL-BYPASS-F042E1D8,Promoted to governed labs surface at labs/daemon/proxy/split_tunnel_bypass.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/subscription_backend_client.go,3ea1a7aa2ad2375709bf4d5706a2d8f08f691c4aa34127472f4ded9d9074520c,782,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-SUBSCRIPTION-BACKEND-CLIENT-3EA1A7AA,Promoted to governed labs surface at labs/daemon/proxy/subscription_backend_client.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/systemd_manager.go,73e141ca29a5628f1090f329a8aca20b472dcd74e74b23ecde42c39cd5c6be15,1504,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-SYSTEMD-MANAGER-73E141CA,Promoted to governed labs surface at labs/daemon/proxy/systemd_manager.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/systemd_manager_linux.go,6457d155094f93826bac164eaceb7063cc004983df7461915422adf45095f47c,2166,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-SYSTEMD-MANAGER-LINUX-6457D155,Promoted to governed labs surface at labs/daemon/proxy/systemd_manager_linux.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/systemd_manager_stub.go,90eaef3e5de0c82d796a2eed955e0995eb265f1a44e352876e518ca5cfd7c2f2,486,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-SYSTEMD-MANAGER-STUB-90EAEF3E,Promoted to governed labs surface at labs/daemon/proxy/systemd_manager_stub.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/systemd_manager_test.go,8a90018506944a84c39fb9c4f2c15be918783e8e64815f51347bd9b9e9751b68,1592,regular,go,test,lab-non-authoritative,HVC-LAB-W21-SYSTEMD-MANAGER-73E141CA,Promoted to governed labs surface at labs/daemon/proxy/systemd_manager_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tc_shaper.go,4243f11425e400843f2604883cfd3a571e7d35f50bb50d4b1f99c3ea2e7634f7,662,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-TC-SHAPER-4243F114,Promoted to governed labs surface at labs/daemon/proxy/tc_shaper.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tc_shaper_linux.go,993076b333aa3443fa2c2c4ea14f41c8e6775443a720ad60fa492a99c82450f7,3979,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-TC-SHAPER-LINUX-993076B3,Promoted to governed labs surface at labs/daemon/proxy/tc_shaper_linux.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tc_shaper_stub.go,7c184906d42d11d9b47030772829e4d909700e39e25c832756fd1c849d84ae85,612,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-TC-SHAPER-STUB-7C184906,Promoted to governed labs surface at labs/daemon/proxy/tc_shaper_stub.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tc_shaper_test.go,c92fc8ea30aad1861a6cd73cdfa2f48a7bdab598eb47003d02acfbbc96c1cd49,756,regular,go,test,lab-non-authoritative,HVC-LAB-W21-TC-SHAPER-4243F114,Promoted to governed labs surface at labs/daemon/proxy/tc_shaper_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tun_device.go,fd8b967a5611a3029ceb02fdd67e6dffee9d94eba2559cc8718d0badc09abafc,15994,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-TUN-DEVICE-FD8B967A,Promoted to governed labs surface at labs/daemon/proxy/tun_device.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tun_device_linux.go,1ebe57e019b952c87aa172e55a5655b0761e61d3815606e96064c456697f25c7,1258,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-TUN-DEVICE-LINUX-1EBE57E0,Promoted to governed labs surface at labs/daemon/proxy/tun_device_linux.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tun_device_stub.go,095a573b05a741b680462fee8e329c3dcfcdb15bbcedb04e05e0172310854567,801,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-TUN-DEVICE-STUB-095A573B,Promoted to governed labs surface at labs/daemon/proxy/tun_device_stub.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tun_device_windows.go,1b577a200f7550de09386ba1b4369e95bdce4baf38dc4bd7ad91ea78090c4e53,1457,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-TUN-DEVICE-WINDOWS-1B577A20,Promoted to governed labs surface at labs/daemon/proxy/tun_device_windows.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tun_packet_filter.go,814271080388de72a0cf1daa780a4a594f8a83c0e901ba7e0daeeda0356c51fe,1384,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-TUN-PACKET-FILTER-81427108,Promoted to governed labs surface at labs/daemon/proxy/tun_packet_filter.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tun_packet_filter_test.go,162c875442b8d3bf8a74dca5ad99ef204d24d07d3904cb661ee7b5cd8f051261,2234,regular,go,test,lab-non-authoritative,HVC-LAB-W21-TUN-DEVICE-FD8B967A,Promoted to governed labs surface at labs/daemon/proxy/tun_packet_filter_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/v2ray_core.go,f160a05ebe6c5d877e1046d30c2f2bc9a5093dcbfd5664957823935858b19e73,2435,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-V2RAY-CORE-F160A05E,Promoted to governed labs surface at labs/daemon/proxy/v2ray_core.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/v2ray_core_fork.go,b2f2a2604ffb220b63f98f46926258c4242c0ff626194132978ef6e9a25c9d66,1703,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-V2RAY-CORE-FORK-B2F2A260,Promoted to governed labs surface at labs/daemon/proxy/v2ray_core_fork.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/voidtunnel_manager.go,dfb2cb4f9e86705ae8bebdac05e3c156bec838fa9a140b84579fea7001a07709,6624,regular,go,implementation,lab-non-authoritative,HVC-LAB-W21-VOIDTUNNEL-MANAGER-DFB2CB4F,Promoted to governed labs surface at labs/daemon/proxy/voidtunnel_manager.go; exact bytes retained.
