predecessor_wave,predecessor_record_id,donor,domain,value_unit,donor_path,donor_sha256,predecessor_disposition,predecessor_validation_status,post_refactor_228_status,post_refactor_228_record_ids,fresh_source_hash_verified,post_refactor_228_rationale
226,PR226-F0603,subconverter,file:src/generator/config/subexport.h,src/generator/config/subexport.h file semantics,src/generator/config/subexport.h,c15a1adca8ff2b9b135661d46905fe70a9cb9d7db3932f3bf3a0b58c00832a3f,adapted,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0604,subconverter,file:src/generator/template/template_jinja2.cpp,src/generator/template/template_jinja2.cpp file semantics,src/generator/template/template_jinja2.cpp,474c03b3afb2289eebdfda703d8fa9fb49cb648a965bbd1d7d4feb59f741860f,adapted,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0605,subconverter,file:src/generator/template/templates.cpp,src/generator/template/templates.cpp file semantics,src/generator/template/templates.cpp,2682fff7b5c5584a4421c0a5bf87c3aefc3c2f9356a6612cb65e195df939e63d,adapted,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0606,subconverter,file:src/generator/template/templates.h,src/generator/template/templates.h file semantics,src/generator/template/templates.h,85f415630efabcec8d583f4d815972eea3009ced0111a54f1f4836898ac8d470,adapted,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0607,subconverter,file:src/handler/interfaces.cpp,src/handler/interfaces.cpp file semantics,src/handler/interfaces.cpp,7f336b446780ab306d003c6731c1e7fc7e05c47c5597cdc9abca7e0dea2d5d4e,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0608,subconverter,file:src/handler/interfaces.h,src/handler/interfaces.h file semantics,src/handler/interfaces.h,fe222e2502db6123c5e7e5ce3bde4db729989bbf23f551fa9c0ab7be4e387f4b,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0609,subconverter,file:src/handler/multithread.cpp,src/handler/multithread.cpp file semantics,src/handler/multithread.cpp,d0d57212bd6ba8d4f07840345c88ccf403941bbad98c13100a3a468708d4696b,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0610,subconverter,file:src/handler/multithread.h,src/handler/multithread.h file semantics,src/handler/multithread.h,c803c1da5428377ef8a5a0c87e3cc65d7e3b6891c498ea1f87eb7f5aded9a052,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0611,subconverter,file:src/handler/settings.cpp,src/handler/settings.cpp file semantics,src/handler/settings.cpp,dc596af71a4b332583bab3c6539afcf8c4bc5baeac850aa9f6b34a6536edc106,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0612,subconverter,file:src/handler/settings.h,src/handler/settings.h file semantics,src/handler/settings.h,2ffe03d0e2297e85a6d29bb8bc4c39f1f50f63721f7419793c71dd07c1f10449,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0613,subconverter,file:src/handler/upload.cpp,src/handler/upload.cpp file semantics,src/handler/upload.cpp,ff05060b967b5d0139b4b70ddca7cbe4edde1edd134ae3bc2a1e0edc0c1a7008,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0614,subconverter,file:src/handler/upload.h,src/handler/upload.h file semantics,src/handler/upload.h,258453bafc30b0f2bfee9db7870b0e0288859cb9585ee028490c03f1e0d33740,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0615,subconverter,file:src/handler/webget.cpp,src/handler/webget.cpp file semantics,src/handler/webget.cpp,0ec63e2d17bb2f3fa3f824518b409dcdcb0eb6f25aec150b137092fe21ff77dd,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0616,subconverter,file:src/handler/webget.h,src/handler/webget.h file semantics,src/handler/webget.h,41996899b0d65c4721fd7765c7cad569f814e772ea0819c45ec99440d0ced265,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0617,subconverter,file:src/lib/wrapper.cpp,src/lib/wrapper.cpp file semantics,src/lib/wrapper.cpp,f6073a1e59b2029df549f5506196a640c95c8a54ab061a593cf54c6a60c5f772,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0618,subconverter,file:src/main.cpp,src/main.cpp file semantics,src/main.cpp,41465596148135e785e1c9c4da43da674acb41ba7f6fec5c5182349536379dc1,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0619,subconverter,file:src/parser/config/proxy.h,src/parser/config/proxy.h file semantics,src/parser/config/proxy.h,e1fa9535c6c9acdefbf5f160736b3832dcc33c0ffdc2a5d6bbfe67a5dfab2ea9,adapted,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0620,subconverter,file:src/parser/infoparser.cpp,src/parser/infoparser.cpp file semantics,src/parser/infoparser.cpp,ad98fab08bcf22343dad87c0941be42e95e47fbc5fd4fb9b70e08200568e5de5,adapted,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0621,subconverter,file:src/parser/infoparser.h,src/parser/infoparser.h file semantics,src/parser/infoparser.h,f8cbffc3f3514613d2a855892964f4326f8a31ede7df781dba7576535bfcabbb,adapted,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0622,subconverter,file:src/parser/subparser.cpp,src/parser/subparser.cpp file semantics,src/parser/subparser.cpp,c2778a15ba02a7a7b17b568e6eed613b29d748bb74ad678fd3b35f2eeb66c0d4,adapted,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0623,subconverter,file:src/parser/subparser.h,src/parser/subparser.h file semantics,src/parser/subparser.h,e89100a5617380433c39d0738782dac1ce1d264b56990c9971517674f2ddb3eb,adapted,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0624,subconverter,file:src/script/cron.cpp,src/script/cron.cpp file semantics,src/script/cron.cpp,e72c3cbb2bfcb0897056225b26d73329a5a00dedf8a4b785c5ca8a6d7567c57f,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0625,subconverter,file:src/script/cron.h,src/script/cron.h file semantics,src/script/cron.h,c7e3855a4a790c01e1cff6c0123f4da6d5becc9ae52ef1bd7f252f1cf02f5769,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0626,subconverter,file:src/script/script.cpp,src/script/script.cpp file semantics,src/script/script.cpp,c06f304e297bf544b12b88977b6a4b9d079e8b7f46bb2fe24d12895dc7f6a674,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0627,subconverter,file:src/script/script.h,src/script/script.h file semantics,src/script/script.h,f51f878adb9e7a3ac1bd312515a82af50eda8546066a02efae14fb8128d8f7d6,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0628,subconverter,file:src/script/script_duktape.h,src/script/script_duktape.h file semantics,src/script/script_duktape.h,a546b0dfbb08ae8d1e1e6d05f5adea19061d619106b4384c1ee4f94f75b9bc9a,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0629,subconverter,file:src/script/script_quickjs.cpp,src/script/script_quickjs.cpp file semantics,src/script/script_quickjs.cpp,76538bd72a5004f7d294191a0110513c9cfee1d75f75cfb789279f945b9422d5,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0630,subconverter,file:src/script/script_quickjs.h,src/script/script_quickjs.h file semantics,src/script/script_quickjs.h,06d6d0cede7a2fc90915622f96e513e127285a554ac208568156625d10235904,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0631,subconverter,file:src/server/socket.h,src/server/socket.h file semantics,src/server/socket.h,de233cbc814f1649d0cff3fcc74d71dbd3a375c66a8cdf83bafd9d3199238cb3,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0632,subconverter,file:src/server/webserver.h,src/server/webserver.h file semantics,src/server/webserver.h,5dcb6ac511baf7b025c9e9cf9bac2e2f938bd356ec8b526df7179e07d4a6ddf2,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0633,subconverter,file:src/server/webserver_httplib.cpp,src/server/webserver_httplib.cpp file semantics,src/server/webserver_httplib.cpp,41fdf168f3b5e0dcbfe0e99caf5ec491c732713e666db169584c0a2be9f56a29,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0634,subconverter,file:src/server/webserver_libevent.cpp,src/server/webserver_libevent.cpp file semantics,src/server/webserver_libevent.cpp,eff9ca656417ef9e92a1879168e838cd17c6b5c37715b4b6cfcceb98b07b24dd,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0635,subconverter,file:src/utils/base64/base64.cpp,src/utils/base64/base64.cpp file semantics,src/utils/base64/base64.cpp,bf466b031a151eac4928266d86bf24519578344c037f9a78f85347fcc1f60802,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0636,subconverter,file:src/utils/base64/base64.h,src/utils/base64/base64.h file semantics,src/utils/base64/base64.h,57ce94d64159bf8a93bcc2a4b0861637caf2ff4e48f076b2bd45d6216fa15ec0,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0637,subconverter,file:src/utils/bitwise.h,src/utils/bitwise.h file semantics,src/utils/bitwise.h,f0ee33a6035ed89d9775a83879f72145fc813f1d6f21dc703e26478e84af7201,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0638,subconverter,file:src/utils/checkpoint.h,src/utils/checkpoint.h file semantics,src/utils/checkpoint.h,fb1702808a1f9c0a92a400ef4cd42607a38cd63db2e65f5bd18b22a7efc6d155,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0639,subconverter,file:src/utils/codepage.cpp,src/utils/codepage.cpp file semantics,src/utils/codepage.cpp,58fee5dde85ce310f603a16c3626966271668449419016a7d48e5014e9ef5efc,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0640,subconverter,file:src/utils/codepage.h,src/utils/codepage.h file semantics,src/utils/codepage.h,0164aa918e1023aa324f3a6cefa19684ea3689373856bbc67870578ddc2c3d2c,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0641,subconverter,file:src/utils/defer.h,src/utils/defer.h file semantics,src/utils/defer.h,0202a7a43b87885216e80845ee2793f7437e340ff2b66c8fc7c9136f2438633e,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0642,subconverter,file:src/utils/file.cpp,src/utils/file.cpp file semantics,src/utils/file.cpp,b521f685a0ad6d104a1fedbef1aa9577ab19a28f8c3833e8bb4fbf2394394f87,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0643,subconverter,file:src/utils/file.h,src/utils/file.h file semantics,src/utils/file.h,81517ca6e32f85b64f5f31ead84e784482a0deb94ab414389b68952a71b30da0,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0644,subconverter,file:src/utils/file_extra.h,src/utils/file_extra.h file semantics,src/utils/file_extra.h,5ba6ba3dc83b8b0f15032930cd4d3bc49198bc15323bf30e71445aa225854b79,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0645,subconverter,file:src/utils/ini_reader/ini_reader.h,src/utils/ini_reader/ini_reader.h file semantics,src/utils/ini_reader/ini_reader.h,38e022400e2ab49193ebe83a990171b7d1f27cdea57067d5e4cac8393df35509,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0646,subconverter,file:src/utils/lock.h,src/utils/lock.h file semantics,src/utils/lock.h,a634f192264c2a5aba0769ab597265b1e7cd7fc9b352fefdaefca993d189412d,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0647,subconverter,file:src/utils/logger.cpp,src/utils/logger.cpp file semantics,src/utils/logger.cpp,fde4246a3cef72f2498e811445a366149a734e2a5d3bb8b9e65fc5bc75efcc5b,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0648,subconverter,file:src/utils/logger.h,src/utils/logger.h file semantics,src/utils/logger.h,a08240c2c2da960ae286523c0c39aff34fc8eff58ca8d947145fc7e374eab8a4,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0649,subconverter,file:src/utils/map_extra.h,src/utils/map_extra.h file semantics,src/utils/map_extra.h,7cfce44bbc65d47d3dbd9a8eda9ed0f338c8ad886f5e4d3c92b0b9774138c10b,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0650,subconverter,file:src/utils/md5/md5.cpp,src/utils/md5/md5.cpp file semantics,src/utils/md5/md5.cpp,bc4412cebf98cfb54f8f3074a2abd54f4435b11bfb6b96edadeeb5dbdbc73da4,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0651,subconverter,file:src/utils/md5/md5.h,src/utils/md5/md5.h file semantics,src/utils/md5/md5.h,b22c33f5f482908846bcbd65218367383cef7bf1306c09db09325455b26c7830,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0652,subconverter,file:src/utils/md5/md5_interface.h,src/utils/md5/md5_interface.h file semantics,src/utils/md5/md5_interface.h,2ba1b4ade8b69c0b74b34ef97ff6a3d5a4f9474d4655f24e527a0d610624cab1,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0653,subconverter,file:src/utils/network.cpp,src/utils/network.cpp file semantics,src/utils/network.cpp,070a7a08ec75e6f0818156dee5ef9f24a0ec56bf60e5c8d906e2b5c4c1407d58,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0654,subconverter,file:src/utils/network.h,src/utils/network.h file semantics,src/utils/network.h,3422516d140e6eb9a5fab4b6698342f468ffd39769d6a8feccdd3cf2fedec38f,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0655,subconverter,file:src/utils/printout.h,src/utils/printout.h file semantics,src/utils/printout.h,bee21842d11f7c44d59da3189df8358a3b22d2c7e72f13480af632f2f60a6451,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0656,subconverter,file:src/utils/rapidjson_extra.h,src/utils/rapidjson_extra.h file semantics,src/utils/rapidjson_extra.h,00d9013480075881064a49bb7e4cd1a665782654605753e4f88f6b332d79ee18,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0657,subconverter,file:src/utils/regexp.cpp,src/utils/regexp.cpp file semantics,src/utils/regexp.cpp,5f8ce293c3fe614717a807d81d3a36765f511d8ba0517f8bc4df65f95b6b0e92,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0658,subconverter,file:src/utils/regexp.h,src/utils/regexp.h file semantics,src/utils/regexp.h,4c4ea024e306d6c43eb4c6360a68ff426233f78acf136b36c8f1d8efa24b577b,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0659,subconverter,file:src/utils/stl_extra.h,src/utils/stl_extra.h file semantics,src/utils/stl_extra.h,e5d7574a713f6fd0342df829602e88285201c6ebeb53bb8be67c20d2a44c1298,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0660,subconverter,file:src/utils/string.cpp,src/utils/string.cpp file semantics,src/utils/string.cpp,f227fb7924687a397e8e8e49019fd8256a8dac0d7dfc1ea4ab05b7e848be4c52,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0661,subconverter,file:src/utils/string.h,src/utils/string.h file semantics,src/utils/string.h,a3d29c8f873a4444f8b1c3d2f88c3ad44bbe5e44f871041635048863e43c0913,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0662,subconverter,file:src/utils/string_hash.h,src/utils/string_hash.h file semantics,src/utils/string_hash.h,1074916f832cd75706c743c7edd2af05a666e65e69b493cf18f97287f2f82553,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0663,subconverter,file:src/utils/system.cpp,src/utils/system.cpp file semantics,src/utils/system.cpp,4060a21c8622bfff767fcbba14015ad42609678d5e1454a3cbea3529c134319a,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0664,subconverter,file:src/utils/system.h,src/utils/system.h file semantics,src/utils/system.h,79aebadfcfa1b1f566c589eac9ab716b45f9bbf343259924d6437eee11c4af86,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0665,subconverter,file:src/utils/tribool.h,src/utils/tribool.h file semantics,src/utils/tribool.h,a1bb07458c0ae28911da7f5bda47873eed0fe1a1b5807ee979d7d6edf66f8f39,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0666,subconverter,file:src/utils/urlencode.cpp,src/utils/urlencode.cpp file semantics,src/utils/urlencode.cpp,60077e20a2f039fb61c1e1f0ffdd164eef628ff7d1cb149e904f864e7ab1fa3c,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0667,subconverter,file:src/utils/urlencode.h,src/utils/urlencode.h file semantics,src/utils/urlencode.h,820a994172daee49dc199f69a8b304b36accd4d32a5255d7bf145189ef7f8e59,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0668,subconverter,file:src/utils/yamlcpp_extra.h,src/utils/yamlcpp_extra.h file semantics,src/utils/yamlcpp_extra.h,d012ec58847348ac95bbb24a095b56acf7aa98ebb27e1b9932291a34835712bb,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0669,subconverter,file:src/version.h,src/version.h file semantics,src/version.h,ab009599e1933d2779414659a705547ffdff9bb2a71a7a87012d29daba1e8b15,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0670,tailscale-client,file:go.mod,go.mod file semantics,go.mod,02d7103b7f6db570bbd22a38445fab915e2813e52c5458adc1187b8bfa98a0c7,inspired-native,verified,refined-with-new-record,PR228-TAIL001,true,Second-order review split/promoted a narrower independently meaningful unit; predecessor context remains preserved.
226,PR226-F0671,tailscale-client,file:go.sum,go.sum file semantics,go.sum,b920d0ac267f5730b3ccd370ee09aa79472455161b3a034ceded91f4e4f5683b,inspired-native,verified,refined-with-new-record,PR228-TAIL001,true,Second-order review split/promoted a narrower independently meaningful unit; predecessor context remains preserved.
226,PR226-F0672,tailscale-client,file:scripts/check_license_headers.sh,scripts/check_license_headers.sh file semantics,scripts/check_license_headers.sh,cff1582b85431753b384e0998b197f31909da85b81ef1cee9316d42618c2fd2d,inspired-native,verified,refined-with-new-record,PR228-TAIL001,true,Second-order review split/promoted a narrower independently meaningful unit; predecessor context remains preserved.
226,PR226-F0673,tailscale-client,file:tailscale/client.go,tailscale/client.go file semantics,tailscale/client.go,9eb890debe6f4f15f4085031ce2c99123423b6b382697112d7658d432f6d2b4e,inspired-native,verified,refined-with-new-record,PR228-TAIL001,true,Second-order review split/promoted a narrower independently meaningful unit; predecessor context remains preserved.
226,PR226-F0674,tailscale-client,file:tailscale/client_test.go,tailscale/client_test.go file semantics,tailscale/client_test.go,969b7df761fea084fbc854240d76fcc6347f0f8bd03780d0ba557211a388ec61,inspired-native,verified,refined-with-new-record,PR228-TAIL001,true,Second-order review split/promoted a narrower independently meaningful unit; predecessor context remains preserved.
226,PR226-F0675,tailscale-client,file:tailscale/tailscale_test.go,tailscale/tailscale_test.go file semantics,tailscale/tailscale_test.go,b1f2547ad5507907170b79e62949be706f17a2045fea473076829685a6c835da,inspired-native,verified,refined-with-new-record,PR228-TAIL001,true,Second-order review split/promoted a narrower independently meaningful unit; predecessor context remains preserved.
226,PR226-F0676,tailscale-client,file:tailscale/time_test.go,tailscale/time_test.go file semantics,tailscale/time_test.go,978e6b2fb4f615210b2295199dffd43fe7f9d4650fb0c48fab8591414961ec39,inspired-native,verified,refined-with-new-record,PR228-TAIL001,true,Second-order review split/promoted a narrower independently meaningful unit; predecessor context remains preserved.
226,PR226-F0677,tailscale-client,file:v2/client.go,v2/client.go file semantics,v2/client.go,14609628b3aeeccafa8f3939e1079a6a30a2197d393c7051ba324e874ff32a92,inspired-native,verified,refined-with-new-record,PR228-TAIL001,true,Second-order review split/promoted a narrower independently meaningful unit; predecessor context remains preserved.
226,PR226-F0678,tinytun,file:.cargo/config.toml,.cargo/config.toml file semantics,.cargo/config.toml,b25d96e8dfa87b6a2db6a4cc05ad2acab96fbf4e6c73a27454b39d36cbc4f2cd,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0679,tinytun,file:Cargo.lock,Cargo.lock file semantics,Cargo.lock,9781d2899af0db5244d3a1b0a18d2458962c93f44684b912cbe6374ebac090b6,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0680,tinytun,file:Cargo.toml,Cargo.toml file semantics,Cargo.toml,eccef2bb8f331e06550e99bed2ce92e92675614d5fe723d81ecb65be0e1bc548,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0681,tinytun,file:Cross.toml,Cross.toml file semantics,Cross.toml,b8327a4eadd062e3fc04c7984dc42ac0fdd484a455ddea2239844b3bd27a1e0f,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0682,tinytun,file:build.bat,build.bat file semantics,build.bat,864b5408c0f7c7dee838df04f85d2aec434b54ad28348401c043f881b71ba33e,superseded,reviewed,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
